"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Tuesday, December 05, 2023 09:24:03"
"Sample Description:"
"Batch ID:","12/05/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|-","Tl",205,0.005802,"ug/L",79.472,898.378
"| ","Pb",208,0.165505,"ug/L",4.030,6233.506
"|>","Bi",209,,"ug/L",,382198.402
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-04"
"Sample Date/Time:","Tuesday, December 05, 2023 12:29:15"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,556903.218
"| ","Be",9,0.023762,"ug/L",34.554,18.667
"|-","Al",27,26.591692,"ug/L",1.096,184071.993
"|-","V",51,0.324457,"ug/L",17.336,-1893.330
"| ","Cr",52,1.271161,"ug/L",2.381,15060.469
"| ","Mn",55,4247.345224,"ug/L",0.446,55835882.527
"| ","Fe",57,66931.441558,"ug/L",1.060,17323387.005
"| ","Co",59,1.943605,"ug/L",0.259,17134.137
"| ","Ni",60,0.703103,"ug/L",4.355,7838.045
"| ","Cu",63,0.591706,"ug/L",2.004,2331.299
"| ","Zn",66,4.775442,"ug/L",2.616,5129.781
"| ","As",75,0.544841,"ug/L",88.163,162.672
"| ","Se",82,1.456089,"ug/L",12.210,184.838
"|>","Ge",74,,"ug/L",,251416.337
"|-","Mo",97,0.292987,"ug/L",4.962,492.698
"|-","Ag",107,0.030089,"ug/L",9.648,214.669
"| ","Cd",111,-0.005869,"ug/L",58.248,38.314
"|>","In",115,,"ug/L",,298708.760
"| ","Sb",123,0.210297,"ug/L",8.594,947.330
"|-","Ba",137,149.656008,"ug/L",0.772,445070.250
"|-","Tl",205,-0.020978,"ug/L",4.895,205.669
"| ","Pb",208,0.053282,"ug/L",1.993,2120.429
"|>","Bi",209,,"ug/L",,358770.261
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-05"
"Sample Date/Time:","Tuesday, December 05, 2023 12:32:35"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,566398.400
"| ","Be",9,0.013548,"ug/L",54.109,13.333
"|-","Al",27,9.235892,"ug/L",2.517,80293.384
"|-","V",51,-1.512402,"ug/L",3.015,-16721.785
"| ","Cr",52,0.757920,"ug/L",7.624,11190.889
"| ","Mn",55,804.201930,"ug/L",0.974,10454009.121
"| ","Fe",57,253.625219,"ug/L",0.279,67912.391
"| ","Co",59,4.328978,"ug/L",1.202,37611.990
"| ","Ni",60,4.169344,"ug/L",1.813,13677.949
"| ","Cu",63,34.825549,"ug/L",0.548,125379.718
"| ","Zn",66,123.705246,"ug/L",0.162,125489.187
"| ","As",75,-0.336130,"ug/L",73.561,-728.948
"| ","Se",82,0.985670,"ug/L",8.827,125.784
"|>","Ge",74,,"ug/L",,248605.939
"|-","Mo",97,0.759893,"ug/L",3.019,1151.867
"|-","Ag",107,0.009258,"ug/L",18.301,76.667
"| ","Cd",111,0.729336,"ug/L",1.400,1121.404
"|>","In",115,,"ug/L",,301251.708
"| ","Sb",123,0.943229,"ug/L",1.870,3869.963
"|-","Ba",137,74.432338,"ug/L",0.350,223274.658
"|-","Tl",205,0.133359,"ug/L",0.945,4001.547
"| ","Pb",208,43.427247,"ug/L",0.926,1486507.294
"|>","Bi",209,,"ug/L",,369273.191
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Tuesday, December 05, 2023 12:35:55"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,571194.584
"| ","Be",9,52.072834,"ug/L",1.613,29035.629
"|-","Al",27,560.124773,"ug/L",1.608,3502418.258
"|-","V",51,49.586621,"ug/L",0.919,402157.826
"| ","Cr",52,49.994772,"ug/L",0.825,371645.773
"| ","Mn",55,50.260647,"ug/L",0.154,663831.497
"| ","Fe",57,1008.985179,"ug/L",1.113,265111.543
"| ","Co",59,50.720139,"ug/L",0.189,446149.267
"| ","Ni",60,47.507155,"ug/L",0.772,89098.520
"| ","Cu",63,102.957037,"ug/L",1.111,375841.118
"| ","Zn",66,104.524933,"ug/L",0.860,107652.361
"| ","As",75,50.895845,"ug/L",0.774,51477.895
"| ","Se",82,19.424095,"ug/L",2.976,2390.699
"|>","Ge",74,,"ug/L",,252314.559
"|-","Mo",97,19.229540,"ug/L",1.343,27864.068
"|-","Ag",107,9.665489,"ug/L",1.093,67165.240
"| ","Cd",111,50.940878,"ug/L",0.959,77732.978
"|>","In",115,,"ug/L",,311937.898
"| ","Sb",123,9.712308,"ug/L",3.326,40118.295
"|-","Ba",137,202.361695,"ug/L",1.093,628451.595
"|-","Tl",205,49.693318,"ug/L",0.711,1386452.000
"| ","Pb",208,49.780744,"ug/L",0.101,1934974.652
"|>","Bi",209,,"ug/L",,419329.393
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Tuesday, December 05, 2023 12:39:15"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,523729.653
"| ","Be",9,0.015526,"ug/L",62.272,13.333
"|-","Al",27,0.927887,"ug/L",10.449,26934.853
"|-","V",51,-0.023248,"ug/L",1366.167,-4588.966
"| ","Cr",52,0.113767,"ug/L",22.936,6444.951
"| ","Mn",55,0.048222,"ug/L",36.143,1361.104
"| ","Fe",57,0.336277,"ug/L",66.678,3046.844
"| ","Co",59,-0.005012,"ug/L",38.794,56.334
"| ","Ni",60,-3.764523,"ug/L",0.090,109.001
"| ","Cu",63,-0.004703,"ug/L",205.830,159.001
"| ","Zn",66,0.026317,"ug/L",54.073,260.337
"| ","As",75,0.083462,"ug/L",214.625,-302.706
"| ","Se",82,0.040530,"ug/L",284.638,11.385
"|>","Ge",74,,"ug/L",,244758.696
"|-","Mo",97,0.054499,"ug/L",27.733,145.047
"|-","Ag",107,0.001347,"ug/L",79.554,23.333
"| ","Cd",111,-0.009020,"ug/L",44.807,33.576
"|>","In",115,,"ug/L",,297547.493
"| ","Sb",123,0.298966,"ug/L",10.170,1291.579
"|-","Ba",137,0.014162,"ug/L",78.160,110.910
"|-","Tl",205,-0.019433,"ug/L",13.340,269.338
"| ","Pb",208,0.001998,"ug/L",100.479,461.005
"|>","Bi",209,,"ug/L",,398065.368
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-06"
"Sample Date/Time:","Tuesday, December 05, 2023 12:42:35"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,559335.479
"| ","Be",9,0.011359,"ug/L",45.173,12.000
"|-","Al",27,4.413694,"ug/L",7.957,49967.792
"|-","V",51,2.972593,"ug/L",6.522,19210.772
"| ","Cr",52,0.667484,"ug/L",3.513,10378.591
"| ","Mn",55,2071.243954,"ug/L",0.552,26509163.357
"| ","Fe",57,156.423987,"ug/L",1.040,42376.568
"| ","Co",59,0.378992,"ug/L",1.757,3331.944
"| ","Ni",60,-1.859506,"ug/L",1.877,3316.272
"| ","Cu",63,1.050202,"ug/L",1.455,3892.834
"| ","Zn",66,1.323173,"ug/L",1.337,1553.133
"| ","As",75,-0.386561,"ug/L",39.822,-765.996
"| ","Se",82,0.312094,"ug/L",15.332,43.645
"|>","Ge",74,,"ug/L",,244763.046
"|-","Mo",97,6.359474,"ug/L",0.381,8985.756
"|-","Ag",107,0.002147,"ug/L",31.560,29.000
"| ","Cd",111,0.027257,"ug/L",22.495,87.389
"|>","In",115,,"ug/L",,301096.799
"| ","Sb",123,0.368885,"ug/L",4.094,1584.960
"|-","Ba",137,52.791424,"ug/L",0.653,158298.708
"|-","Tl",205,-0.000037,"ug/L",5338.761,751.031
"| ","Pb",208,0.040895,"ug/L",2.950,1818.739
"|>","Bi",209,,"ug/L",,381917.990
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-08"
"Sample Date/Time:","Tuesday, December 05, 2023 12:45:53"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,557615.415
"| ","Be",9,0.014581,"ug/L",53.408,13.667
"|-","Al",27,-0.255358,"ug/L",27.696,21502.406
"|-","V",51,2.933594,"ug/L",11.540,18859.604
"| ","Cr",52,0.667022,"ug/L",5.681,10352.893
"| ","Mn",55,2129.940258,"ug/L",0.819,27207951.944
"| ","Fe",57,161.411901,"ug/L",2.247,43548.430
"| ","Co",59,0.382331,"ug/L",1.777,3353.952
"| ","Ni",60,-1.918205,"ug/L",1.976,3211.901
"| ","Cu",63,1.010728,"ug/L",1.669,3746.105
"| ","Zn",66,1.135511,"ug/L",6.345,1363.436
"| ","As",75,-0.185256,"ug/L",191.832,-565.173
"| ","Se",82,0.489095,"ug/L",12.959,64.661
"|>","Ge",74,,"ug/L",,244305.163
"|-","Mo",97,6.567193,"ug/L",2.070,9258.701
"|-","Ag",107,0.002914,"ug/L",5.800,34.000
"| ","Cd",111,0.028731,"ug/L",34.447,89.226
"|>","In",115,,"ug/L",,299888.069
"| ","Sb",123,0.246135,"ug/L",3.157,1093.044
"|-","Ba",137,54.684733,"ug/L",1.768,163301.626
"|-","Tl",205,0.005571,"ug/L",54.661,882.043
"| ","Pb",208,0.017395,"ug/L",40.658,975.355
"|>","Bi",209,,"ug/L",,377003.936
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359688-BLK1"
"Sample Date/Time:","Tuesday, December 05, 2023 12:49:13"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,544757.588
"| ","Be",9,0.005105,"ug/L",106.052,8.333
"|-","Al",27,1.096700,"ug/L",0.374,29017.238
"|-","V",51,-1.602607,"ug/L",20.643,-16439.879
"| ","Cr",52,0.423774,"ug/L",13.549,8266.427
"| ","Mn",55,0.153669,"ug/L",11.108,2592.705
"| ","Fe",57,-1.025855,"ug/L",9.368,2585.701
"| ","Co",59,-0.007068,"ug/L",14.790,37.000
"| ","Ni",60,-3.757805,"ug/L",0.290,115.001
"| ","Cu",63,0.022499,"ug/L",11.451,244.003
"| ","Zn",66,0.405828,"ug/L",9.681,610.687
"| ","As",75,-0.493855,"ug/L",37.704,-834.520
"| ","Se",82,0.031117,"ug/L",151.037,9.770
"|>","Ge",74,,"ug/L",,234038.894
"|-","Mo",97,0.017199,"ug/L",30.176,88.717
"|-","Ag",107,0.001238,"ug/L",89.406,22.333
"| ","Cd",111,-0.010098,"ug/L",50.240,31.713
"|>","In",115,,"ug/L",,294261.791
"| ","Sb",123,0.127346,"ug/L",7.833,611.103
"|-","Ba",137,0.017870,"ug/L",10.530,120.540
"|-","Tl",205,-0.025324,"ug/L",1.132,114.667
"| ","Pb",208,0.006725,"ug/L",6.636,643.009
"|>","Bi",209,,"ug/L",,402905.564
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359688-BS1"
"Sample Date/Time:","Tuesday, December 05, 2023 12:52:32"
"Sample Description:","10X"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,557777.887
"| ","Be",9,53.216284,"ug/L",0.504,28980.453
"|-","Al",27,56.122325,"ug/L",0.350,363488.807
"|-","V",51,50.577376,"ug/L",2.217,399346.019
"| ","Cr",52,50.249495,"ug/L",1.823,363553.658
"| ","Mn",55,50.752550,"ug/L",1.761,652475.426
"| ","Fe",57,408.068411,"ug/L",2.034,106134.028
"| ","Co",59,51.081015,"ug/L",2.035,437358.818
"| ","Ni",60,47.695702,"ug/L",1.905,87040.702
"| ","Cu",63,102.963900,"ug/L",1.827,365845.648
"| ","Zn",66,107.372292,"ug/L",1.713,107631.420
"| ","As",75,53.569777,"ug/L",1.158,52763.756
"| ","Se",82,51.845744,"ug/L",2.433,6199.163
"|>","Ge",74,,"ug/L",,245645.231
"|-","Mo",97,48.856686,"ug/L",0.787,68812.995
"|-","Ag",107,47.779956,"ug/L",1.032,326151.688
"| ","Cd",111,52.532609,"ug/L",1.145,78755.484
"|>","In",115,,"ug/L",,306502.462
"| ","Sb",123,56.873107,"ug/L",1.513,230232.935
"|-","Ba",137,52.172660,"ug/L",0.814,159249.241
"|-","Tl",205,51.520286,"ug/L",0.888,1425191.238
"| ","Pb",208,50.923889,"ug/L",0.649,1962584.104
"|>","Bi",209,,"ug/L",,415770.420
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359688-BSD1"
"Sample Date/Time:","Tuesday, December 05, 2023 12:55:50"
"Sample Description:","10X"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,548147.001
"| ","Be",9,53.884400,"ug/L",0.252,28838.003
"|-","Al",27,61.078237,"ug/L",0.689,386751.783
"|-","V",51,50.774547,"ug/L",0.660,397982.277
"| ","Cr",52,50.162976,"ug/L",1.661,360250.307
"| ","Mn",55,50.733937,"ug/L",0.987,647405.507
"| ","Fe",57,412.184154,"ug/L",1.581,106386.676
"| ","Co",59,51.392873,"ug/L",0.713,436791.549
"| ","Ni",60,48.300831,"ug/L",0.800,87415.956
"| ","Cu",63,103.789580,"ug/L",0.619,366065.488
"| ","Zn",66,108.578393,"ug/L",0.386,108041.968
"| ","As",75,54.150626,"ug/L",0.716,52942.996
"| ","Se",82,52.320226,"ug/L",0.881,6210.518
"|>","Ge",74,,"ug/L",,243790.094
"|-","Mo",97,49.901750,"ug/L",1.108,69756.609
"|-","Ag",107,48.942366,"ug/L",1.308,330669.753
"| ","Cd",111,53.612096,"ug/L",1.326,79552.915
"|>","In",115,,"ug/L",,303389.778
"| ","Sb",123,57.393601,"ug/L",0.504,230009.434
"|-","Ba",137,52.798657,"ug/L",1.194,159528.916
"|-","Tl",205,51.963743,"ug/L",0.170,1425185.110
"| ","Pb",208,51.064675,"ug/L",0.697,1951193.353
"|>","Bi",209,,"ug/L",,412227.081
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359688-MS1"
"Sample Date/Time:","Tuesday, December 05, 2023 12:59:10"
"Sample Description:","10X"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,570982.182
"| ","Be",9,52.672123,"ug/L",3.362,29356.004
"|-","Al",27,60.476336,"ug/L",3.115,399036.573
"|-","V",51,53.052750,"ug/L",0.701,440774.514
"| ","Cr",52,50.639648,"ug/L",0.317,385272.969
"| ","Mn",55,100.311658,"ug/L",0.829,1355400.679
"| ","Fe",57,823.197130,"ug/L",0.378,221985.506
"| ","Co",59,51.543161,"ug/L",1.324,464077.912
"| ","Ni",60,49.850646,"ug/L",0.651,95371.058
"| ","Cu",63,100.054286,"ug/L",0.875,373900.502
"| ","Zn",66,114.607616,"ug/L",0.868,120797.960
"| ","As",75,55.234395,"ug/L",1.356,57227.922
"| ","Se",82,52.977499,"ug/L",1.074,6663.113
"|>","Ge",74,,"ug/L",,258289.062
"|-","Mo",97,50.533814,"ug/L",0.232,74841.640
"|-","Ag",107,44.581434,"ug/L",0.171,311282.406
"| ","Cd",111,52.090456,"ug/L",1.144,79880.017
"|>","In",115,,"ug/L",,313503.895
"| ","Sb",123,57.043133,"ug/L",1.236,236190.660
"|-","Ba",137,59.481391,"ug/L",1.258,185679.060
"|-","Tl",205,53.334686,"ug/L",0.597,1388400.569
"| ","Pb",208,52.000386,"ug/L",0.491,1885981.142
"|>","Bi",209,,"ug/L",,391278.672
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359688-PS1"
"Sample Date/Time:","Tuesday, December 05, 2023 13:02:29"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,459781.157
"| ","Be",9,20.662970,"ug/L",1.044,9278.066
"|-","Al",27,317.635211,"ug/L",2.198,1607015.999
"|-","V",51,25.258076,"ug/L",1.004,187832.705
"| ","Cr",52,23.971048,"ug/L",1.085,167997.735
"| ","Mn",55,431.561245,"ug/L",0.792,5278781.163
"| ","Fe",57,3800.158471,"ug/L",0.734,917818.258
"| ","Co",59,25.103508,"ug/L",0.611,204763.458
"| ","Ni",60,39.659605,"ug/L",0.904,69978.015
"| ","Cu",63,50.368367,"ug/L",0.486,170545.919
"| ","Zn",66,114.489821,"ug/L",0.345,109294.415
"| ","As",75,25.642285,"ug/L",1.549,23861.123
"| ","Se",82,11.610373,"ug/L",3.068,1327.221
"|>","Ge",74,,"ug/L",,233918.283
"|-","Mo",97,14.997349,"ug/L",1.194,20160.894
"|-","Ag",107,3.803152,"ug/L",1.528,23088.951
"| ","Cd",111,21.235886,"ug/L",0.100,28328.236
"|>","In",115,,"ug/L",,272463.634
"| ","Sb",123,6.311714,"ug/L",1.060,22810.446
"|-","Ba",137,147.906790,"ug/L",1.186,401190.955
"|-","Tl",205,24.209469,"ug/L",0.319,447284.409
"| ","Pb",208,24.179804,"ug/L",0.527,622127.757
"|>","Bi",209,,"ug/L",,277513.085
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359688-SRL1"
"Sample Date/Time:","Tuesday, December 05, 2023 13:05:49"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,558251.212
"| ","Be",9,0.013911,"ug/L",8.657,13.333
"|-","Al",27,1.875069,"ug/L",4.485,34459.861
"|-","V",51,-0.365854,"ug/L",59.689,-8043.338
"| ","Cr",52,0.668060,"ug/L",6.751,11372.115
"| ","Mn",55,101.339954,"ug/L",1.134,1421276.997
"| ","Fe",57,829.801881,"ug/L",1.015,232223.337
"| ","Co",59,0.403029,"ug/L",2.001,3874.159
"| ","Ni",60,1.741177,"ug/L",5.011,10272.469
"| ","Cu",63,1.911615,"ug/L",0.962,7603.178
"| ","Zn",66,19.778286,"ug/L",1.278,21850.898
"| ","As",75,0.052200,"ug/L",713.636,-366.663
"| ","Se",82,0.151185,"ug/L",12.168,26.869
"|>","Ge",74,,"ug/L",,268085.986
"|-","Mo",97,1.472514,"ug/L",0.504,2336.688
"|-","Ag",107,0.004692,"ug/L",9.372,47.333
"| ","Cd",111,0.023046,"ug/L",4.612,83.419
"|>","In",115,,"ug/L",,309396.187
"| ","Sb",123,0.568132,"ug/L",4.866,2442.777
"|-","Ba",137,14.528314,"ug/L",0.527,44816.623
"|-","Tl",205,-0.016618,"ug/L",9.321,311.672
"| ","Pb",208,0.196720,"ug/L",1.146,6934.701
"|>","Bi",209,,"ug/L",,361104.217
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359688-DUP1"
"Sample Date/Time:","Tuesday, December 05, 2023 13:09:08"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,413381.125
"| ","Be",9,0.044938,"ug/L",29.639,22.333
"|-","Al",27,18.582579,"ug/L",6.007,100578.806
"|-","V",51,1.318576,"ug/L",18.834,5532.765
"| ","Cr",52,1.557510,"ug/L",3.648,15271.159
"| ","Mn",55,528.797834,"ug/L",0.565,6190165.805
"| ","Fe",57,4361.356477,"ug/L",1.683,1007776.053
"| ","Co",59,2.266146,"ug/L",3.557,17775.718
"| ","Ni",60,25.090867,"ug/L",3.446,44539.621
"| ","Cu",63,9.800286,"ug/L",1.055,31887.173
"| ","Zn",66,94.189584,"ug/L",0.913,86090.814
"| ","As",75,0.350219,"ug/L",157.794,-38.553
"| ","Se",82,0.939536,"ug/L",9.102,108.249
"|>","Ge",74,,"ug/L",,223852.401
"|-","Mo",97,7.498132,"ug/L",1.017,9678.011
"|-","Ag",107,0.020695,"ug/L",9.547,133.668
"| ","Cd",111,0.110678,"ug/L",10.629,182.994
"|>","In",115,,"ug/L",,262293.735
"| ","Sb",123,2.364390,"ug/L",2.039,8289.793
"|-","Ba",137,74.353264,"ug/L",0.499,194197.412
"|-","Tl",205,-0.002721,"ug/L",6.513,449.678
"| ","Pb",208,1.095366,"ug/L",0.199,25782.617
"|>","Bi",209,,"ug/L",,251571.409
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3783-03"
"Sample Date/Time:","Tuesday, December 05, 2023 13:12:27"
"Sample Description:"
"Batch ID:","12/5/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,384160.705
"| ","Be",9,0.040731,"ug/L",32.935,19.333
"|-","Al",27,19.382238,"ug/L",4.508,96758.217
"|-","V",51,1.051985,"ug/L",20.683,3613.763
"| ","Cr",52,1.651684,"ug/L",2.133,15932.618
"| ","Mn",55,506.800546,"ug/L",0.636,5952082.367
"| ","Fe",57,4240.314890,"ug/L",0.514,982995.332
"| ","Co",59,2.237382,"ug/L",1.381,17605.701
"| ","Ni",60,24.879889,"ug/L",0.979,44351.597
"| ","Cu",63,9.643456,"ug/L",0.874,31481.755
"| ","Zn",66,91.366325,"ug/L",0.517,83786.340
"| ","As",75,0.160009,"ug/L",191.885,-207.424
"| ","Se",82,0.607196,"ug/L",39.669,72.301
"|>","Ge",74,,"ug/L",,224590.593
"|-","Mo",97,7.384813,"ug/L",1.861,9564.412
"|-","Ag",107,0.017157,"ug/L",29.910,112.001
"| ","Cd",111,0.091179,"ug/L",8.601,156.773
"|>","In",115,,"ug/L",,260155.926
"| ","Sb",123,2.274305,"ug/L",0.499,7913.671
"|-","Ba",137,73.273027,"ug/L",1.064,189802.435
"|-","Tl",205,-0.004131,"ug/L",104.620,423.343
"| ","Pb",208,1.023695,"ug/L",1.118,23956.758
"|>","Bi",209,,"ug/L",,249973.080
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Tuesday, December 05, 2023 13:15:46"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,521466.493
"| ","Be",9,60.834812,"ug/L",1.303,30971.676
"|-","Al",27,771.678932,"ug/L",0.575,4397614.514
"|-","V",51,50.493932,"ug/L",0.956,486883.592
"| ","Cr",52,51.336217,"ug/L",0.481,453437.715
"| ","Mn",55,50.484809,"ug/L",0.787,792592.649
"| ","Fe",57,1034.931042,"ug/L",1.017,323129.225
"| ","Co",59,52.445542,"ug/L",0.872,548392.075
"| ","Ni",60,49.953157,"ug/L",0.500,110958.093
"| ","Cu",63,108.047750,"ug/L",0.527,468854.010
"| ","Zn",66,106.281081,"ug/L",0.036,130110.851
"| ","As",75,51.597196,"ug/L",0.337,62041.802
"| ","Se",82,19.227199,"ug/L",1.829,2812.713
"|>","Ge",74,,"ug/L",,299925.431
"|-","Mo",97,18.572291,"ug/L",0.254,31994.222
"|-","Ag",107,10.297220,"ug/L",1.188,77615.262
"| ","Cd",111,52.042203,"ug/L",0.298,86142.318
"|>","In",115,,"ug/L",,338388.468
"| ","Sb",123,9.652004,"ug/L",2.716,43247.685
"|-","Ba",137,202.319520,"ug/L",1.800,681533.789
"|-","Tl",205,50.133207,"ug/L",0.392,1384431.074
"| ","Pb",208,50.024579,"ug/L",0.612,1924557.985
