"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Friday, December 01, 2023 09:42:48"
"Sample Description:"
"Batch ID:","12/01/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,593690.018
"| ","Be",9,-0.009133,"ug/L",86.016,9.667
"|-","Al",27,0.758655,"ug/L",3.897,17351.211
"|-","V",51,-0.386662,"ug/L",89.896,-8290.927
"| ","Cr",52,0.977999,"ug/L",2.921,13879.590
"| ","Mn",55,0.016503,"ug/L",8.269,813.036
"| ","Fe",57,0.859557,"ug/L",19.571,3203.898
"| ","Co",59,0.001773,"ug/L",98.757,57.334
"| ","Ni",60,-0.197150,"ug/L",3.600,188.669
"| ","Cu",63,0.024402,"ug/L",9.276,206.002
"| ","Zn",66,-0.078607,"ug/L",16.029,175.668
"| ","As",75,-0.368506,"ug/L",6.122,-873.798
"| ","Se",82,-0.027525,"ug/L",245.496,3.372
"|>","Ge",74,,"ug/L",,266604.508
"|-","Mo",97,0.067753,"ug/L",11.273,124.165
"|-","Ag",107,0.001795,"ug/L",53.916,31.000
"| ","Cd",111,-0.006452,"ug/L",65.898,38.000
"|>","In",115,,"ug/L",,347613.407
"| ","Sb",123,0.158611,"ug/L",12.433,772.883
"|-","Ba",137,0.006953,"ug/L",111.674,89.525
"|-","Tl",205,0.002061,"ug/L",20.752,171.668
"| ","Pb",208,0.000375,"ug/L",119.661,299.002
"|>","Bi",209,,"ug/L",,438999.612
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359409-DUP1"
"Sample Date/Time:","Friday, December 01, 2023 14:06:46"
"Sample Description:","5X PS"
"Batch ID:","12/1/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,630577.960
"| ","Be",9,-0.004254,"ug/L",189.448,13.667
"|-","Al",27,1.044938,"ug/L",14.949,20502.118
"|-","V",51,-0.003396,"ug/L",5350.898,-5200.784
"| ","Cr",52,4.119146,"ug/L",1.949,37209.667
"| ","Mn",55,0.049273,"ug/L",13.009,1261.421
"| ","Fe",57,4.220326,"ug/L",3.848,4129.605
"| ","Co",59,0.009022,"ug/L",34.564,123.334
"| ","Ni",60,-0.128371,"ug/L",2.696,317.339
"| ","Cu",63,0.080356,"ug/L",6.846,425.677
"| ","Zn",66,-0.006906,"ug/L",202.099,269.671
"| ","As",75,-0.339020,"ug/L",118.455,-848.378
"| ","Se",82,-0.033757,"ug/L",210.935,2.359
"|>","Ge",74,,"ug/L",,268836.436
"|-","Mo",97,0.075920,"ug/L",14.892,136.864
"|-","Ag",107,0.003274,"ug/L",57.291,44.000
"| ","Cd",111,-0.003505,"ug/L",91.278,45.332
"|>","In",115,,"ug/L",,362896.900
"| ","Sb",123,0.275736,"ug/L",15.084,1334.804
"|-","Ba",137,0.014637,"ug/L",40.362,120.459
"|-","Tl",205,0.006651,"ug/L",48.641,306.672
"| ","Pb",208,0.006143,"ug/L",35.666,534.006
"|>","Bi",209,,"ug/L",,446671.232
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3396-01"
"Sample Date/Time:","Friday, December 01, 2023 14:10:03"
"Sample Description:","5X PS"
"Batch ID:","12/1/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,619922.608
"| ","Be",9,-0.015700,"ug/L",10.175,5.667
"|-","Al",27,1.151036,"ug/L",2.241,20927.062
"|-","V",51,-0.230992,"ug/L",51.639,-6999.799
"| ","Cr",52,3.897397,"ug/L",2.571,35191.664
"| ","Mn",55,0.044262,"ug/L",7.715,1181.077
"| ","Fe",57,4.546069,"ug/L",2.803,4171.624
"| ","Co",59,0.005369,"ug/L",35.087,89.334
"| ","Ni",60,-0.138195,"ug/L",3.960,296.005
"| ","Cu",63,0.065779,"ug/L",8.467,365.007
"| ","Zn",66,-0.021391,"ug/L",60.039,248.337
"| ","As",75,-0.307181,"ug/L",42.845,-799.508
"| ","Se",82,-0.029358,"ug/L",205.093,3.030
"|>","Ge",74,,"ug/L",,265965.262
"|-","Mo",97,0.051275,"ug/L",20.387,100.420
"|-","Ag",107,0.001565,"ug/L",25.494,30.667
"| ","Cd",111,-0.002884,"ug/L",119.047,46.529
"|>","In",115,,"ug/L",,363962.286
"| ","Sb",123,0.247707,"ug/L",6.236,1210.918
"|-","Ba",137,0.008126,"ug/L",43.673,97.823
"|-","Tl",205,0.002160,"ug/L",18.227,176.002
"| ","Pb",208,0.002297,"ug/L",31.919,377.670
"|>","Bi",209,,"ug/L",,442813.618
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Friday, December 01, 2023 14:13:22"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,501433.098
"| ","Be",9,54.942643,"ug/L",0.408,30261.289
"|-","Al",27,567.005602,"ug/L",0.841,3293203.528
"|-","V",51,51.284082,"ug/L",1.056,403907.154
"| ","Cr",52,51.325599,"ug/L",0.855,371854.973
"| ","Mn",55,51.647238,"ug/L",1.190,670810.942
"| ","Fe",57,1038.473091,"ug/L",1.184,270360.184
"| ","Co",59,52.600415,"ug/L",1.791,458051.558
"| ","Ni",60,51.937295,"ug/L",1.171,92963.307
"| ","Cu",63,105.557428,"ug/L",1.136,395992.270
"| ","Zn",66,111.096552,"ug/L",1.007,138300.560
"| ","As",75,54.342147,"ug/L",0.699,61838.703
"| ","Se",82,21.448331,"ug/L",3.255,3253.610
"|>","Ge",74,,"ug/L",,258893.433
"|-","Mo",97,19.793721,"ug/L",1.900,27449.223
"|-","Ag",107,10.769622,"ug/L",1.342,72911.241
"| ","Cd",111,54.274321,"ug/L",0.212,89479.082
"|>","In",115,,"ug/L",,314543.990
"| ","Sb",123,9.415067,"ug/L",1.650,36832.532
"|-","Ba",137,208.761910,"ug/L",1.385,633410.223
"|-","Tl",205,51.915430,"ug/L",0.815,1322768.858
"| ","Pb",208,52.565896,"ug/L",1.068,1854040.756
"|>","Bi",209,,"ug/L",,395503.012
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Friday, December 01, 2023 14:16:39"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,550503.105
"| ","Be",9,-0.005808,"ug/L",85.800,11.000
"|-","Al",27,0.549437,"ug/L",8.821,14759.642
"|-","V",51,-0.312278,"ug/L",74.594,-7685.954
"| ","Cr",52,0.140327,"ug/L",11.280,7730.953
"| ","Mn",55,0.008265,"ug/L",52.077,702.361
"| ","Fe",57,0.814934,"ug/L",29.389,3188.893
"| ","Co",59,0.006683,"ug/L",35.225,101.334
"| ","Ni",60,-0.191037,"ug/L",2.501,199.669
"| ","Cu",63,0.019704,"ug/L",5.058,187.669
"| ","Zn",66,-0.015021,"ug/L",184.341,256.670
"| ","As",75,-0.191096,"ug/L",80.956,-664.336
"| ","Se",82,0.083709,"ug/L",95.986,20.669
"|>","Ge",74,,"ug/L",,266339.517
"|-","Mo",97,0.381293,"ug/L",4.814,570.776
"|-","Ag",107,0.001865,"ug/L",38.086,30.667
"| ","Cd",111,0.000037,"ug/L",7260.628,48.460
"|>","In",115,,"ug/L",,338128.531
"| ","Sb",123,0.615460,"ug/L",2.222,2668.466
"|-","Ba",137,0.020888,"ug/L",35.962,132.582
"|-","Tl",205,0.010518,"ug/L",26.620,390.009
"| ","Pb",208,0.009526,"ug/L",32.295,624.008
"|>","Bi",209,,"ug/L",,416614.464
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Friday, December 01, 2023 14:27:36"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,551029.072
"| ","Be",9,53.097130,"ug/L",0.436,32137.372
"|-","Al",27,553.578035,"ug/L",0.954,3533311.771
"|-","V",51,51.439365,"ug/L",0.275,436218.188
"| ","Cr",52,51.093802,"ug/L",0.387,398587.470
"| ","Mn",55,51.880831,"ug/L",0.446,725529.258
"| ","Fe",57,1050.876938,"ug/L",0.479,294525.980
"| ","Co",59,52.635894,"ug/L",0.298,493515.830
"| ","Ni",60,52.198232,"ug/L",0.355,100591.827
"| ","Cu",63,105.136910,"ug/L",0.514,424648.700
"| ","Zn",66,111.006269,"ug/L",0.896,148779.991
"| ","As",75,53.473579,"ug/L",0.672,65506.204
"| ","Se",82,21.593848,"ug/L",2.092,3526.401
"|>","Ge",74,,"ug/L",,278750.292
"|-","Mo",97,19.784343,"ug/L",0.862,29539.977
"|-","Ag",107,10.645094,"ug/L",0.756,78823.601
"| ","Cd",111,54.046196,"ug/L",0.585,97439.241
"|>","In",115,,"ug/L",,343978.275
"| ","Sb",123,9.257723,"ug/L",2.388,39592.165
"|-","Ba",137,209.306588,"ug/L",1.022,694576.749
"|-","Tl",205,52.042201,"ug/L",1.620,1442849.075
"| ","Pb",208,52.467589,"ug/L",1.792,2013707.675
"|>","Bi",209,,"ug/L",,430398.010
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Friday, December 01, 2023 14:30:54"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,561588.019
"| ","Be",9,-0.005100,"ug/L",142.640,11.667
"|-","Al",27,0.561150,"ug/L",2.344,15132.918
"|-","V",51,-0.316060,"ug/L",14.664,-7948.672
"| ","Cr",52,0.089311,"ug/L",25.133,7584.163
"| ","Mn",55,0.008230,"ug/L",15.589,723.362
"| ","Fe",57,0.431232,"ug/L",22.856,3182.224
"| ","Co",59,0.005338,"ug/L",30.129,92.000
"| ","Ni",60,-0.189513,"ug/L",2.832,208.669
"| ","Cu",63,0.024598,"ug/L",29.377,213.003
"| ","Zn",66,-0.024967,"ug/L",71.574,251.670
"| ","As",75,-0.019597,"ug/L",1007.115,-475.226
"| ","Se",82,0.159303,"ug/L",17.091,33.419
"|>","Ge",74,,"ug/L",,274548.607
"|-","Mo",97,0.376726,"ug/L",8.514,581.882
"|-","Ag",107,0.002199,"ug/L",12.932,34.333
"| ","Cd",111,0.002791,"ug/L",16.882,55.298
"|>","In",115,,"ug/L",,350549.446
"| ","Sb",123,0.614963,"ug/L",1.919,2764.503
"|-","Ba",137,0.021772,"ug/L",45.895,140.570
"|-","Tl",205,0.012422,"ug/L",37.062,455.012
"| ","Pb",208,0.010836,"ug/L",38.598,694.011
"|>","Bi",209,,"ug/L",,430326.720
"QC Calculated Values"
