"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Thursday, December 07, 2023 10:13:56"
"Sample Description:"
"Batch ID:","12/07/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,859004.646
"| ","Be",9,44.770001,"ug/L",0.368,48776.838
"|-","Al",27,42.453928,"ug/L",1.593,787180.489
"|-","V",51,51.689093,"ug/L",0.836,889423.014
"| ","Cr",52,50.176690,"ug/L",1.539,808374.007
"| ","Mn",55,537.361634,"ug/L",0.745,14097788.164
"| ","Fe",57,1027.736477,"ug/L",0.412,576099.118
"| ","Co",59,50.820601,"ug/L",0.367,1072908.042
"| ","Ni",60,59.936174,"ug/L",0.803,267958.066
"| ","Cu",63,95.767860,"ug/L",0.779,888687.052
"| ","Zn",66,105.512276,"ug/L",0.504,231086.583
"| ","As",75,56.056545,"ug/L",0.398,120847.678
"| ","Se",82,55.083453,"ug/L",1.162,13383.854
"|>","Ge",74,,"ug/L",,488762.451
"|-","Mo",97,53.480954,"ug/L",0.387,150500.687
"|-","Ag",107,38.660695,"ug/L",0.384,546544.202
"| ","Cd",111,53.223528,"ug/L",0.734,148125.218
"|>","In",115,,"ug/L",,560011.184
"| ","Sb",123,57.432930,"ug/L",0.870,399142.726
"|-","Ba",137,65.595695,"ug/L",0.677,372236.682
"|-","Tl",205,54.038126,"ug/L",0.881,2304239.686
"| ","Pb",208,53.642063,"ug/L",0.221,3132717.651
"|>","Bi",209,,"ug/L",,616103.572
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3619-05"
"Sample Date/Time:","Thursday, December 07, 2023 13:13:38"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,550387.641
"| ","Be",9,0.021689,"ug/L",29.177,20.667
"|-","Al",27,10.930237,"ug/L",3.152,171085.727
"|-","V",51,-1.043333,"ug/L",20.101,-27743.231
"| ","Cr",52,1.322897,"ug/L",4.212,29743.932
"| ","Mn",55,5049.983393,"ug/L",1.094,88005283.309
"| ","Fe",57,6308.948082,"ug/L",1.338,2317139.264
"| ","Co",59,5.008649,"ug/L",1.161,70286.049
"| ","Ni",60,105.387822,"ug/L",0.617,312947.762
"| ","Cu",63,7.731938,"ug/L",0.876,47882.119
"| ","Zn",66,36.125288,"ug/L",1.307,52849.540
"| ","As",75,-3.304287,"ug/L",12.541,-6161.877
"| ","Se",82,5.019597,"ug/L",6.824,817.838
"|>","Ge",74,,"ug/L",,324675.195
"|-","Mo",97,1.833120,"ug/L",1.886,3454.264
"|-","Ag",107,0.027889,"ug/L",9.807,304.338
"| ","Cd",111,1.109555,"ug/L",0.436,2274.631
"|>","In",115,,"ug/L",,404614.116
"| ","Sb",123,0.746672,"ug/L",2.217,3995.605
"|-","Ba",137,118.088448,"ug/L",0.416,484142.776
"|-","Tl",205,0.154448,"ug/L",11.278,4436.424
"| ","Pb",208,0.151946,"ug/L",4.797,6087.802
"|>","Bi",209,,"ug/L",,402647.353
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3511-01"
"Sample Date/Time:","Thursday, December 07, 2023 13:16:54"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,507676.369
"| ","Be",9,42.240551,"ug/L",1.702,27185.631
"|-","Al",27,963.763723,"ug/L",1.040,9448429.616
"|-","V",51,-1.257569,"ug/L",26.556,-29090.229
"| ","Cr",52,25.703509,"ug/L",2.581,271867.612
"| ","Mn",55,9.983796,"ug/L",4.063,168241.461
"| ","Fe",57,405.043217,"ug/L",3.135,148600.490
"| ","Co",59,0.237099,"ug/L",3.509,3238.911
"| ","Ni",60,10.807553,"ug/L",2.658,30897.805
"| ","Cu",63,132.727635,"ug/L",1.214,786061.996
"| ","Zn",66,21.498617,"ug/L",1.746,30391.742
"| ","As",75,-0.224211,"ug/L",78.192,-1606.899
"| ","Se",82,-3.733906,"ug/L",8.527,-570.284
"|>","Ge",74,,"ug/L",,311950.258
"|-","Mo",97,2.910405,"ug/L",2.517,5254.178
"|-","Ag",107,0.042292,"ug/L",8.739,383.008
"| ","Cd",111,-0.003490,"ug/L",827.725,31.118
"|>","In",115,,"ug/L",,342972.662
"| ","Sb",123,0.208674,"ug/L",12.696,1095.462
"|-","Ba",137,27.773366,"ug/L",0.749,96581.373
"|-","Tl",205,0.023480,"ug/L",12.646,611.688
"| ","Pb",208,2.662272,"ug/L",1.170,79052.814
"|>","Bi",209,,"ug/L",,312316.122
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Thursday, December 07, 2023 13:20:11"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,848944.465
"| ","Be",9,51.833877,"ug/L",1.590,55787.742
"|-","Al",27,544.110326,"ug/L",1.342,8956635.778
"|-","V",51,49.550242,"ug/L",2.267,990628.047
"| ","Cr",52,49.494425,"ug/L",1.145,927697.974
"| ","Mn",55,49.623777,"ug/L",1.233,1515798.630
"| ","Fe",57,1003.838723,"ug/L",1.002,654670.299
"| ","Co",59,49.857864,"ug/L",0.439,1223984.959
"| ","Ni",60,49.979209,"ug/L",0.750,259842.034
"| ","Cu",63,102.308057,"ug/L",0.661,1103758.632
"| ","Zn",66,101.149526,"ug/L",0.357,257604.260
"| ","As",75,51.042708,"ug/L",0.322,127745.023
"| ","Se",82,19.805917,"ug/L",1.726,5606.859
"|>","Ge",74,,"ug/L",,568303.073
"|-","Mo",97,19.879483,"ug/L",1.528,65100.354
"|-","Ag",107,10.283061,"ug/L",0.603,159431.846
"| ","Cd",111,51.862754,"ug/L",0.506,158308.150
"|>","In",115,,"ug/L",,614151.842
"| ","Sb",123,9.438921,"ug/L",1.118,72279.376
"|-","Ba",137,198.953223,"ug/L",0.318,1237914.508
"|-","Tl",205,49.460458,"ug/L",0.497,2341992.085
"| ","Pb",208,50.708500,"ug/L",0.446,3288162.258
"|>","Bi",209,,"ug/L",,684058.524
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Thursday, December 07, 2023 13:23:27"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,880034.043
"| ","Be",9,0.008455,"ug/L",32.690,18.333
"|-","Al",27,0.120889,"ug/L",109.441,90751.188
"|-","V",51,-0.074889,"ug/L",224.653,-28688.056
"| ","Cr",52,0.092200,"ug/L",32.098,29728.871
"| ","Mn",55,0.063582,"ug/L",33.463,3800.809
"| ","Fe",57,-1.067649,"ug/L",22.214,10297.829
"| ","Co",59,0.006286,"ug/L",19.281,233.670
"| ","Ni",60,0.055297,"ug/L",14.753,402.342
"| ","Cu",63,0.054495,"ug/L",18.960,1005.723
"| ","Zn",66,0.037713,"ug/L",52.502,867.375
"| ","As",75,0.080622,"ug/L",395.678,-2160.060
"| ","Se",82,0.007778,"ug/L",71.276,16.912
"|>","Ge",74,,"ug/L",,569038.940
"|-","Mo",97,0.118694,"ug/L",8.334,437.951
"|-","Ag",107,0.003553,"ug/L",29.161,85.667
"| ","Cd",111,0.004892,"ug/L",40.457,83.130
"|>","In",115,,"ug/L",,620880.196
"| ","Sb",123,0.381015,"ug/L",6.230,3317.015
"|-","Ba",137,0.022872,"ug/L",16.779,236.188
"|-","Tl",205,0.007159,"ug/L",22.350,576.685
"| ","Pb",208,0.007143,"ug/L",17.365,976.687
"|>","Bi",209,,"ug/L",,699885.356
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3511-03"
"Sample Date/Time:","Thursday, December 07, 2023 13:26:44"
"Sample Description:","50X"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,917043.578
"| ","Be",9,10.317952,"ug/L",1.180,12008.594
"|-","Al",27,6123.729509,"ug/L",0.347,107982567.483
"|-","V",51,-4.850141,"ug/L",14.776,-124164.082
"| ","Cr",52,185.313097,"ug/L",1.940,3325217.802
"| ","Mn",55,11.550200,"ug/L",0.674,346800.435
"| ","Fe",57,646.393155,"ug/L",1.094,416519.169
"| ","Co",59,2.838171,"ug/L",0.361,68297.611
"| ","Ni",60,3261.092150,"ug/L",1.477,16593819.425
"| ","Cu",63,6.536406,"ug/L",0.070,69442.565
"| ","Zn",66,11.139788,"ug/L",0.770,28453.124
"| ","As",75,-0.083377,"ug/L",136.650,-2520.192
"| ","Se",82,0.171878,"ug/L",44.617,61.910
"|>","Ge",74,,"ug/L",,556506.884
"|-","Mo",97,0.425193,"ug/L",6.168,1409.917
"|-","Ag",107,2.136196,"ug/L",0.121,33792.693
"| ","Cd",111,-0.197842,"ug/L",9.724,-546.422
"|>","In",115,,"ug/L",,626114.707
"| ","Sb",123,1.178545,"ug/L",0.781,9535.930
"|-","Ba",137,4.301323,"ug/L",1.535,27377.510
"|-","Tl",205,0.006653,"ug/L",13.808,554.350
"| ","Pb",208,3.624756,"ug/L",0.961,241885.272
"|>","Bi",209,,"ug/L",,702630.028
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3511-03"
"Sample Date/Time:","Thursday, December 07, 2023 13:30:01"
"Sample Description:","10X"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,855648.274
"| ","Be",9,50.703754,"ug/L",1.516,55023.025
"|-","Al",27,30033.404430,"ug/L",0.788,493785435.923
"|-","V",51,-6.035118,"ug/L",61.538,-135929.664
"| ","Cr",52,954.246165,"ug/L",1.036,15610597.221
"| ","Mn",55,56.964757,"ug/L",0.790,1563179.866
"| ","Fe",57,3226.284213,"ug/L",0.174,1868679.267
"| ","Co",59,14.152439,"ug/L",0.343,312258.394
"| ","Ni",60,16428.834627,"ug/L",0.874,76720714.352
"| ","Cu",63,31.717746,"ug/L",0.754,307801.665
"| ","Zn",66,55.490040,"ug/L",0.678,127317.337
"| ","As",75,-0.669394,"ug/L",39.856,-3651.320
"| ","Se",82,0.966834,"ug/L",4.287,258.403
"|>","Ge",74,,"ug/L",,510721.434
"|-","Mo",97,1.966028,"ug/L",3.127,5823.917
"|-","Ag",107,10.676960,"ug/L",0.096,155487.103
"| ","Cd",111,-1.033079,"ug/L",2.047,-2897.188
"|>","In",115,,"ug/L",,576806.128
"| ","Sb",123,5.552738,"ug/L",0.351,40070.483
"|-","Ba",137,22.134098,"ug/L",0.655,129435.066
"|-","Tl",205,0.031997,"ug/L",3.275,1653.150
"| ","Pb",208,18.333495,"ug/L",0.332,1129878.402
"|>","Bi",209,,"ug/L",,649999.267
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3618-01"
"Sample Date/Time:","Thursday, December 07, 2023 13:33:17"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,793462.106
"| ","Be",9,0.036810,"ug/L",12.089,45.000
"|-","Al",27,20.695634,"ug/L",16.757,394712.486
"|-","V",51,-1.000394,"ug/L",23.969,-40014.318
"| ","Cr",52,0.646347,"ug/L",9.970,33388.569
"| ","Mn",55,1721.237663,"ug/L",0.902,44086843.877
"| ","Fe",57,8406.960362,"ug/L",1.039,4534916.343
"| ","Co",59,0.354900,"ug/L",1.807,7380.996
"| ","Ni",60,6.605728,"ug/L",10.414,28918.915
"| ","Cu",63,2.145053,"ug/L",0.379,19776.154
"| ","Zn",66,3.181950,"ug/L",0.643,7431.370
"| ","As",75,-0.944812,"ug/L",28.632,-4003.294
"| ","Se",82,0.318761,"ug/L",43.325,87.950
"|>","Ge",74,,"ug/L",,477197.315
"|-","Mo",97,0.558622,"ug/L",4.290,1575.794
"|-","Ag",107,0.011937,"ug/L",9.210,191.669
"| ","Cd",111,0.036769,"ug/L",13.555,160.210
"|>","In",115,,"ug/L",,547889.895
"| ","Sb",123,0.287308,"ug/L",5.680,2289.291
"|-","Ba",137,319.278503,"ug/L",0.264,1772317.165
"|-","Tl",205,0.015610,"ug/L",7.825,824.037
"| ","Pb",208,0.085013,"ug/L",3.111,5133.902
"|>","Bi",209,,"ug/L",,585080.188
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3618-03"
"Sample Date/Time:","Thursday, December 07, 2023 13:36:33"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,836719.151
"| ","Be",9,0.015916,"ug/L",28.770,25.333
"|-","Al",27,12.207059,"ug/L",1.994,280564.206
"|-","V",51,-0.688057,"ug/L",32.791,-35261.511
"| ","Cr",52,0.656383,"ug/L",15.592,34149.773
"| ","Mn",55,13.763517,"ug/L",0.217,360513.095
"| ","Fe",57,209.912786,"ug/L",0.700,124432.469
"| ","Co",59,0.237392,"ug/L",1.020,5049.402
"| ","Ni",60,2.867195,"ug/L",1.219,12836.391
"| ","Cu",63,7.801751,"ug/L",0.271,72296.000
"| ","Zn",66,6.371872,"ug/L",0.943,14491.542
"| ","As",75,-0.080788,"ug/L",664.191,-2190.737
"| ","Se",82,0.446968,"ug/L",15.323,120.396
"|>","Ge",74,,"ug/L",,485874.247
"|-","Mo",97,1.680870,"ug/L",1.040,4742.886
"|-","Ag",107,0.004849,"ug/L",9.610,96.334
"| ","Cd",111,0.029790,"ug/L",10.762,145.257
"|>","In",115,,"ug/L",,563907.122
"| ","Sb",123,0.465242,"ug/L",1.249,3601.044
"|-","Ba",137,100.510111,"ug/L",0.600,574305.311
"|-","Tl",205,0.011530,"ug/L",6.654,686.693
"| ","Pb",208,0.249364,"ug/L",0.339,14849.779
"|>","Bi",209,,"ug/L",,609796.765
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3618-10"
"Sample Date/Time:","Thursday, December 07, 2023 13:39:49"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,847808.559
"| ","Be",9,0.027702,"ug/L",21.928,38.333
"|-","Al",27,181.425622,"ug/L",2.293,3039771.158
"|-","V",51,-1.298962,"ug/L",14.895,-44932.238
"| ","Cr",52,1.021888,"ug/L",4.462,38921.148
"| ","Mn",55,356.808916,"ug/L",0.521,9094310.375
"| ","Fe",57,555.529591,"ug/L",1.053,306709.491
"| ","Co",59,1.060576,"ug/L",1.308,21814.810
"| ","Ni",60,4.049585,"ug/L",1.365,17677.842
"| ","Cu",63,2.680326,"ug/L",1.706,24499.976
"| ","Zn",66,3.033559,"ug/L",0.724,7079.422
"| ","As",75,-0.639379,"ug/L",43.848,-3330.278
"| ","Se",82,1.253926,"ug/L",6.765,307.921
"|>","Ge",74,,"ug/L",,474800.300
"|-","Mo",97,0.269763,"ug/L",5.481,778.426
"|-","Ag",107,0.009153,"ug/L",14.413,154.001
"| ","Cd",111,0.066973,"ug/L",5.733,243.751
"|>","In",115,,"ug/L",,551106.659
"| ","Sb",123,0.276910,"ug/L",4.739,2232.576
"|-","Ba",137,88.876777,"ug/L",1.321,496303.407
"|-","Tl",205,0.005551,"ug/L",14.207,433.010
"| ","Pb",208,0.499719,"ug/L",0.735,29214.442
"|>","Bi",209,,"ug/L",,607631.278
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3619-01"
"Sample Date/Time:","Thursday, December 07, 2023 13:43:05"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,772900.873
"| ","Be",9,0.020610,"ug/L",10.362,28.000
"|-","Al",27,184.038168,"ug/L",1.411,2810559.744
"|-","V",51,-0.516110,"ug/L",11.823,-30041.646
"| ","Cr",52,0.966114,"ug/L",0.726,36310.725
"| ","Mn",55,657.514262,"ug/L",0.496,15979549.680
"| ","Fe",57,9497.933929,"ug/L",0.244,4859929.407
"| ","Co",59,2.300687,"ug/L",1.110,45049.014
"| ","Ni",60,4.077475,"ug/L",6.387,16981.911
"| ","Cu",63,3.491936,"ug/L",0.204,30337.213
"| ","Zn",66,22.547278,"ug/L",0.550,46225.576
"| ","As",75,1.070495,"ug/L",11.814,297.288
"| ","Se",82,0.055889,"ug/L",110.930,24.433
"|>","Ge",74,,"ug/L",,452774.345
"|-","Mo",97,0.712873,"ug/L",1.743,1897.481
"|-","Ag",107,0.014648,"ug/L",20.573,218.003
"| ","Cd",111,0.003481,"ug/L",50.012,66.107
"|>","In",115,,"ug/L",,520774.196
"| ","Sb",123,0.148697,"ug/L",9.725,1280.894
"|-","Ba",137,135.385969,"ug/L",1.633,714275.102
"|-","Tl",205,0.008676,"ug/L",29.579,494.680
"| ","Pb",208,1.268351,"ug/L",0.832,64381.472
"|>","Bi",209,,"ug/L",,532378.922
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3619-02"
"Sample Date/Time:","Thursday, December 07, 2023 13:46:21"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,843044.910
"| ","Be",9,0.066830,"ug/L",6.077,80.000
"|-","Al",27,19.337969,"ug/L",3.609,398045.702
"|-","V",51,-1.154958,"ug/L",6.219,-41821.702
"| ","Cr",52,0.714396,"ug/L",4.323,33729.133
"| ","Mn",55,51.952479,"ug/L",0.659,1305131.707
"| ","Fe",57,1024.294371,"ug/L",0.508,549238.080
"| ","Co",59,0.053166,"ug/L",4.856,1138.405
"| ","Ni",60,0.652015,"ug/L",8.338,2880.792
"| ","Cu",63,2.045910,"ug/L",1.025,18494.795
"| ","Zn",66,3.254025,"ug/L",0.301,7431.036
"| ","As",75,6.863341,"ug/L",3.904,12450.607
"| ","Se",82,18.147393,"ug/L",1.780,4225.657
"|>","Ge",74,,"ug/L",,467508.536
"|-","Mo",97,11.381830,"ug/L",0.583,30668.807
"|-","Ag",107,0.011419,"ug/L",7.758,181.335
"| ","Cd",111,0.006374,"ug/L",72.356,76.033
"|>","In",115,,"ug/L",,538758.550
"| ","Sb",123,0.303001,"ug/L",1.678,2356.445
"|-","Ba",137,31.230752,"ug/L",1.445,170529.618
"|-","Tl",205,0.000520,"ug/L",58.974,208.669
"| ","Pb",208,0.158452,"ug/L",0.768,9012.074
"|>","Bi",209,,"ug/L",,572719.182
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3619-03"
"Sample Date/Time:","Thursday, December 07, 2023 13:49:38"
"Sample Description:","5X"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,725392.190
"| ","Be",9,0.017038,"ug/L",13.487,23.000
"|-","Al",27,7.162652,"ug/L",1.132,172948.990
"|-","V",51,-0.244204,"ug/L",67.128,-25594.074
"| ","Cr",52,0.174338,"ug/L",6.099,24836.225
"| ","Mn",55,2105.550207,"ug/L",0.146,51150886.792
"| ","Fe",57,33509.389713,"ug/L",0.183,17118328.628
"| ","Co",59,0.346144,"ug/L",4.748,6825.229
"| ","Ni",60,1.733916,"ug/L",0.638,7267.572
"| ","Cu",63,3.459760,"ug/L",1.075,30046.245
"| ","Zn",66,1.148172,"ug/L",2.365,2934.807
"| ","As",75,-0.008569,"ug/L",3179.965,-1891.089
"| ","Se",82,0.218583,"ug/L",47.086,60.608
"|>","Ge",74,,"ug/L",,452600.760
"|-","Mo",97,0.139745,"ug/L",4.345,403.516
"|-","Ag",107,0.018387,"ug/L",4.789,259.004
"| ","Cd",111,-0.004211,"ug/L",232.500,44.919
"|>","In",115,,"ug/L",,505254.374
"| ","Sb",123,0.058294,"ug/L",24.610,676.775
"|-","Ba",137,688.028433,"ug/L",1.087,3522106.943
"|-","Tl",205,-0.001718,"ug/L",16.362,106.667
"| ","Pb",208,0.028812,"ug/L",2.940,1756.067
"|>","Bi",209,,"ug/L",,509242.567
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3619-03"
"Sample Date/Time:","Thursday, December 07, 2023 13:52:54"
"Sample Description:","1X"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,414659.352
"| ","Be",9,0.063000,"ug/L",22.790,37.333
"|-","Al",27,53.507530,"ug/L",4.217,468097.746
"|-","V",51,0.657996,"ug/L",32.840,-6757.281
"| ","Cr",52,2.085688,"ug/L",0.563,32834.876
"| ","Mn",55,10466.428590,"ug/L",0.711,159018950.807
"| ","Fe",57,161389.228541,"ug/L",0.680,51541555.804
"| ","Co",59,1.897455,"ug/L",0.119,23236.332
"| ","Ni",60,7.791804,"ug/L",1.260,20226.825
"| ","Cu",63,20.872493,"ug/L",6.541,112415.914
"| ","Zn",66,4.990752,"ug/L",2.211,6697.135
"| ","As",75,-2.569014,"ug/L",11.313,-4434.071
"| ","Se",82,-6.728010,"ug/L",11.698,-939.389
"|>","Ge",74,,"ug/L",,283047.732
"|-","Mo",97,0.514202,"ug/L",2.634,862.575
"|-","Ag",107,0.115871,"ug/L",0.656,986.720
"| ","Cd",111,-0.009310,"ug/L",248.371,21.432
"|>","In",115,,"ug/L",,331875.214
"| ","Sb",123,0.171280,"ug/L",5.966,909.796
"|-","Ba",137,3501.409577,"ug/L",0.874,11773930.185
"|-","Tl",205,0.001375,"ug/L",5.524,111.334
"| ","Pb",208,0.159216,"ug/L",1.578,4155.370
"|>","Bi",209,,"ug/L",,262864.592
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359688-BLK1"
"Sample Date/Time:","Thursday, December 07, 2023 13:56:10"
"Sample Description:"
"Batch ID:","12/7/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,919738.052
"| ","Be",9,0.001194,"ug/L",165.172,10.667
"|-","Al",27,4.631864,"ug/L",3.226,174524.694
"|-","V",51,-1.244952,"ug/L",20.184,-53838.503
"| ","Cr",52,-0.299842,"ug/L",17.669,23073.929
"| ","Mn",55,0.713579,"ug/L",39.975,24262.166
"| ","Fe",57,9.585419,"ug/L",45.113,17537.591
"| ","Co",59,0.004455,"ug/L",4.260,192.669
"| ","Ni",60,0.229159,"ug/L",22.355,1338.102
"| ","Cu",63,0.153481,"ug/L",38.178,2125.932
"| ","Zn",66,0.346925,"ug/L",3.193,1689.157
"| ","As",75,-0.318427,"ug/L",98.277,-3238.840
"| ","Se",82,-0.123304,"ug/L",9.734,-20.573
"|>","Ge",74,,"ug/L",,581320.297
"|-","Mo",97,0.024895,"ug/L",7.822,133.613
"|-","Ag",107,0.002202,"ug/L",21.974,65.667
"| ","Cd",111,-0.000349,"ug/L",1139.750,68.117
"|>","In",115,,"ug/L",,631317.061
"| ","Sb",123,0.068512,"ug/L",3.198,925.847
"|-","Ba",137,0.235793,"ug/L",39.770,1604.197
"|-","Tl",205,-0.002826,"ug/L",10.662,95.667
"| ","Pb",208,0.008882,"ug/L",2.783,1124.694
"|>","Bi",209,,"ug/L",,721031.619
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Thursday, December 07, 2023 13:59:27"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
