"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Wednesday, December 06, 2023 09:31:50"
"Sample Description:"
"Batch ID:","12/06/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"| ","Fe",57,5559.800142,"ug/L",1.493,1427817.906
"| ","Co",59,25.131153,"ug/L",2.044,217207.762
"| ","Ni",60,110.962317,"ug/L",1.314,189738.622
"| ","Cu",63,42.465387,"ug/L",1.908,152533.756
"|>","Ge",74,,"ug/L",,220667.402
"|-","Mo",97,9.841124,"ug/L",1.743,13663.305
"|-","Ag",107,3.445803,"ug/L",1.547,22925.872
"|>","In",115,,"ug/L",,276387.804
"|-","Ba",137,167.934882,"ug/L",1.712,494216.540
"|-","Tl",205,22.121250,"ug/L",1.659,436352.153
"| ","Pb",208,21.445082,"ug/L",1.629,578689.454
"|>","Bi",209,,"ug/L",,263186.122
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359449-SRL2"
"Sample Date/Time:","Wednesday, December 06, 2023 13:06:01"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,488022.714
"|-","Al",27,-4.517018,"ug/L",0.095,4578.486
"|-","V",51,-0.149251,"ug/L",100.208,-10604.978
"| ","Cr",52,-0.052639,"ug/L",22.984,9084.204
"| ","Mn",55,0.153503,"ug/L",31.213,3495.695
"| ","Fe",57,-1.148574,"ug/L",19.044,3462.993
"| ","Co",59,-0.000161,"ug/L",260.969,48.667
"| ","Ni",60,-0.058786,"ug/L",11.758,36.667
"| ","Cu",63,-0.036853,"ug/L",3.359,115.667
"|>","Ge",74,,"ug/L",,284470.293
"|-","Mo",97,0.032750,"ug/L",35.698,103.388
"|-","Ag",107,0.001785,"ug/L",45.044,31.333
"|>","In",115,,"ug/L",,334928.089
"|-","Ba",137,0.008807,"ug/L",23.837,93.600
"|-","Tl",205,-0.002806,"ug/L",15.882,159.001
"| ","Pb",208,-0.005445,"ug/L",10.952,266.668
"|>","Bi",209,,"ug/L",,423059.197
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3619-05"
"Sample Date/Time:","Wednesday, December 06, 2023 13:08:36"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,376489.091
"|-","Al",27,16.172176,"ug/L",3.994,114364.599
"|-","V",51,-2.210162,"ug/L",7.856,-23192.790
"| ","Cr",52,1.536119,"ug/L",5.361,17203.267
"| ","Mn",55,4941.453717,"ug/L",1.152,60428727.495
"| ","Fe",57,6491.349904,"ug/L",1.333,1565942.939
"| ","Co",59,5.368251,"ug/L",1.812,43625.428
"| ","Ni",60,115.734810,"ug/L",1.889,185938.041
"| ","Cu",63,7.467543,"ug/L",1.555,25376.035
"|>","Ge",74,,"ug/L",,207346.008
"|-","Mo",97,1.405725,"ug/L",3.007,1862.095
"|-","Ag",107,0.018347,"ug/L",18.956,130.668
"|>","In",115,,"ug/L",,265858.218
"|-","Ba",137,110.488683,"ug/L",1.615,312798.951
"|-","Tl",205,0.104116,"ug/L",3.820,2038.229
"| ","Pb",208,0.121691,"ug/L",5.572,3316.905
"|>","Bi",209,,"ug/L",,242929.905
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3511-01"
"Sample Date/Time:","Wednesday, December 06, 2023 13:11:12"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,310598.756
"|-","Al",27,1257.565716,"ug/L",6.417,5572760.955
"|-","V",51,-3.037473,"ug/L",14.588,-28293.092
"| ","Cr",52,24.626015,"ug/L",1.763,164919.543
"| ","Mn",55,9.591696,"ug/L",2.951,113809.864
"| ","Fe",57,395.543482,"ug/L",1.213,94538.278
"| ","Co",59,0.228881,"ug/L",1.697,1827.517
"| ","Ni",60,11.414873,"ug/L",1.307,17794.085
"| ","Cu",63,125.195732,"ug/L",3.425,407349.054
"|>","Ge",74,,"ug/L",,199917.815
"|-","Mo",97,2.553031,"ug/L",1.490,3234.494
"|-","Ag",107,0.043180,"ug/L",3.281,254.004
"|>","In",115,,"ug/L",,233086.397
"|-","Ba",137,26.436340,"ug/L",1.039,65660.374
"|-","Tl",205,0.019588,"ug/L",87.245,407.678
"| ","Pb",208,2.416257,"ug/L",1.998,49793.677
"|>","Bi",209,,"ug/L",,200126.442
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3511-03"
"Sample Date/Time:","Wednesday, December 06, 2023 13:13:47"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,409100.444
"|-","Al",27,-4.222319,"ug/L",1.198,5551.696
"|-","V",51,-0.312329,"ug/L",26.017,-14124.380
"| ","Cr",52,0.006303,"ug/L",257.454,11069.740
"| ","Mn",55,0.048762,"ug/L",50.351,1996.893
"| ","Fe",57,-0.951031,"ug/L",30.852,4057.239
"| ","Co",59,-0.001099,"ug/L",87.055,44.000
"| ","Ni",60,0.033023,"ug/L",14.810,274.671
"| ","Cu",63,0.052497,"ug/L",42.588,607.687
"|>","Ge",74,,"ug/L",,327183.317
"|-","Mo",97,0.006551,"ug/L",98.440,64.982
"|-","Ag",107,0.000664,"ug/L",95.753,23.667
"|>","In",115,,"ug/L",,354851.783
"|-","Ba",137,-0.002618,"ug/L",137.971,55.896
"|-","Tl",205,-0.004578,"ug/L",6.948,97.667
"| ","Pb",208,-0.006831,"ug/L",2.692,196.334
"|>","Bi",209,,"ug/L",,401944.513
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3618-01"
"Sample Date/Time:","Wednesday, December 06, 2023 13:16:22"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,466100.506
"|-","Al",27,21.480841,"ug/L",3.498,176925.754
"|-","V",51,-1.750678,"ug/L",18.906,-29063.596
"| ","Cr",52,0.807890,"ug/L",22.242,18177.282
"| ","Mn",55,1639.986656,"ug/L",0.787,29498234.761
"| ","Fe",57,8289.844439,"ug/L",0.878,2940236.527
"| ","Co",59,0.397859,"ug/L",0.490,4805.937
"| ","Ni",60,6.290392,"ug/L",1.054,15033.755
"| ","Cu",63,2.230215,"ug/L",1.009,11362.096
"|>","Ge",74,,"ug/L",,304951.574
"|-","Mo",97,0.499150,"ug/L",2.272,1003.599
"|-","Ag",107,0.008190,"ug/L",22.644,86.334
"|>","In",115,,"ug/L",,348708.474
"|-","Ba",137,306.282994,"ug/L",1.053,1137313.165
"|-","Tl",205,0.009862,"ug/L",8.656,483.680
"| ","Pb",208,0.059157,"ug/L",0.912,2647.818
"|>","Bi",209,,"ug/L",,365143.396
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3618-03"
"Sample Date/Time:","Wednesday, December 06, 2023 13:18:57"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,479242.135
"|-","Al",27,18.866581,"ug/L",8.578,163994.300
"|-","V",51,-0.851102,"ug/L",35.619,-19231.704
"| ","Cr",52,0.860838,"ug/L",10.346,18817.492
"| ","Mn",55,13.234383,"ug/L",2.242,240579.352
"| ","Fe",57,242.604345,"ug/L",1.978,90635.608
"| ","Co",59,0.261925,"ug/L",2.867,3203.231
"| ","Ni",60,2.989241,"ug/L",3.578,7284.586
"| ","Cu",63,8.076368,"ug/L",0.896,40609.166
"|>","Ge",74,,"ug/L",,306977.213
"|-","Mo",97,1.529389,"ug/L",2.480,2995.704
"|-","Ag",107,0.004026,"ug/L",5.757,51.667
"|>","In",115,,"ug/L",,350394.542
"|-","Ba",137,97.460399,"ug/L",0.898,363665.731
"|-","Tl",205,0.006413,"ug/L",6.073,416.010
"| ","Pb",208,0.229992,"ug/L",1.171,9655.673
"|>","Bi",209,,"ug/L",,389936.487
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3618-10"
"Sample Date/Time:","Wednesday, December 06, 2023 13:21:33"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,490792.804
"|-","Al",27,283.373408,"ug/L",1.957,2016700.321
"|-","V",51,-1.563827,"ug/L",13.237,-27467.292
"| ","Cr",52,1.322578,"ug/L",6.544,23620.331
"| ","Mn",55,336.940078,"ug/L",1.124,6168133.390
"| ","Fe",57,555.940511,"ug/L",0.998,204580.961
"| ","Co",59,1.082210,"ug/L",1.137,13207.921
"| ","Ni",60,3.986046,"ug/L",2.156,9761.240
"| ","Cu",63,2.724002,"ug/L",0.669,14054.189
"|>","Ge",74,,"ug/L",,310330.958
"|-","Mo",97,0.223795,"ug/L",6.388,484.812
"|-","Ag",107,0.004992,"ug/L",22.214,60.667
"|>","In",115,,"ug/L",,355667.144
"|-","Ba",137,85.111494,"ug/L",1.790,322360.167
"|-","Tl",205,0.000627,"ug/L",49.173,259.337
"| ","Pb",208,0.452862,"ug/L",0.692,19500.563
"|>","Bi",209,,"ug/L",,409631.551
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3619-01"
"Sample Date/Time:","Wednesday, December 06, 2023 13:24:08"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,438203.376
"|-","Al",27,291.689081,"ug/L",1.021,1852248.888
"|-","V",51,-1.244260,"ug/L",21.922,-21875.905
"| ","Cr",52,1.224262,"ug/L",0.920,20762.015
"| ","Mn",55,636.357433,"ug/L",0.422,10681116.165
"| ","Fe",57,9324.827034,"ug/L",0.683,3085718.884
"| ","Co",59,2.366731,"ug/L",0.825,26427.027
"| ","Ni",60,4.209761,"ug/L",0.974,9443.236
"| ","Cu",63,2.621020,"ug/L",0.150,12410.132
"|>","Ge",74,,"ug/L",,284548.512
"|-","Mo",97,0.661592,"ug/L",1.599,1226.407
"|-","Ag",107,0.010874,"ug/L",10.239,102.001
"|>","In",115,,"ug/L",,326916.405
"|-","Ba",137,129.702532,"ug/L",0.519,451535.270
"|-","Tl",205,0.003028,"ug/L",26.075,275.004
"| ","Pb",208,1.208987,"ug/L",0.416,42320.978
"|>","Bi",209,,"ug/L",,338291.545
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3619-02"
"Sample Date/Time:","Wednesday, December 06, 2023 13:26:44"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,481666.972
"|-","Al",27,34.725003,"ug/L",0.834,273651.070
"|-","V",51,-1.745373,"ug/L",11.006,-28815.648
"| ","Cr",52,1.009678,"ug/L",4.298,20035.392
"| ","Mn",55,50.882679,"ug/L",1.416,911042.072
"| ","Fe",57,1021.647853,"ug/L",1.376,363924.149
"| ","Co",59,0.056984,"ug/L",5.112,730.363
"| ","Ni",60,0.592306,"ug/L",4.572,1568.135
"| ","Cu",63,1.860136,"ug/L",1.397,9475.938
"|>","Ge",74,,"ug/L",,303273.225
"|-","Mo",97,10.667198,"ug/L",1.279,20351.073
"|-","Ag",107,0.010778,"ug/L",13.295,107.667
"|>","In",115,,"ug/L",,347961.647
"|-","Ba",137,30.419969,"ug/L",1.177,112760.090
"|-","Tl",205,-0.002688,"ug/L",24.288,147.001
"| ","Pb",208,0.153869,"ug/L",1.852,6482.572
"|>","Bi",209,,"ug/L",,382242.727
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Wednesday, December 06, 2023 13:29:19"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,460492.220
"|-","Al",27,689.780362,"ug/L",0.790,4557010.626
"|-","V",51,48.979426,"ug/L",2.590,542609.100
"| ","Cr",52,50.836050,"ug/L",1.612,519580.815
"| ","Mn",55,49.352594,"ug/L",1.057,908340.664
"| ","Fe",57,1016.381765,"ug/L",0.659,372133.981
"| ","Co",59,51.959284,"ug/L",0.194,634319.017
"| ","Ni",60,53.350628,"ug/L",0.782,128946.212
"| ","Cu",63,105.499534,"ug/L",0.501,534854.246
"|>","Ge",74,,"ug/L",,311669.256
"|-","Mo",97,19.054107,"ug/L",0.737,37323.466
"|-","Ag",107,10.502154,"ug/L",0.645,91369.383
"|>","In",115,,"ug/L",,361514.597
"|-","Ba",137,192.938770,"ug/L",0.803,742689.943
"|-","Tl",205,49.049880,"ug/L",1.248,1545326.321
"| ","Pb",208,49.395217,"ug/L",0.686,2128544.146
"|>","Bi",209,,"ug/L",,420309.568
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Wednesday, December 06, 2023 13:31:54"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,459485.637
"|-","Al",27,2.385859,"ug/L",4.355,49468.899
"|-","V",51,-0.728876,"ug/L",7.842,-18351.396
"| ","Cr",52,0.216036,"ug/L",7.548,12776.306
"| ","Mn",55,0.028380,"ug/L",46.845,1546.134
"| ","Fe",57,0.692750,"ug/L",25.807,4507.451
"| ","Co",59,0.004150,"ug/L",75.062,107.001
"| ","Ni",60,-0.046590,"ug/L",10.582,70.334
"| ","Cu",63,-0.011593,"ug/L",35.264,257.337
"|>","Ge",74,,"ug/L",,314938.765
"|-","Mo",97,0.082547,"ug/L",5.415,212.874
"|-","Ag",107,0.001217,"ug/L",40.265,29.000
"|>","In",115,,"ug/L",,363165.438
"|-","Ba",137,0.018159,"ug/L",56.943,137.569
"|-","Tl",205,0.001134,"ug/L",120.549,285.671
"| ","Pb",208,0.002485,"ug/L",93.834,614.342
"|>","Bi",209,,"ug/L",,425837.492
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K3619-03"
"Sample Date/Time:","Wednesday, December 06, 2023 13:34:29"
"Sample Description:"
"Batch ID:","12/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,221428.043
"|-","Al",27,76.755502,"ug/L",7.505,257978.218
"|-","V",51,-2.866549,"ug/L",15.655,-23457.248
"| ","Cr",52,2.423207,"ug/L",3.063,19268.068
"| ","Mn",55,9950.803539,"ug/L",0.546,101436687.088
"| ","Fe",57,161055.458093,"ug/L",0.527,32331887.209
"| ","Co",59,2.216015,"ug/L",0.208,15031.083
"| ","Ni",60,11.998804,"ug/L",1.071,16160.686
"| ","Cu",63,13.990781,"ug/L",9.394,39486.425
"|>","Ge",74,,"ug/L",,172831.649
"|-","Mo",97,0.519046,"ug/L",3.297,590.329
"|-","Ag",107,0.121538,"ug/L",1.091,663.024
"|>","In",115,,"ug/L",,222874.143
"|-","Ba",137,3505.743790,"ug/L",1.068,8319972.395
"|-","Tl",205,-0.000600,"ug/L",130.567,93.334
"| ","Pb",208,0.144257,"ug/L",1.751,2756.498
"|>","Bi",209,,"ug/L",,172564.551
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Wednesday, December 06, 2023 13:37:04"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,438396.346
"|-","Al",27,836.679936,"ug/L",1.858,5253229.114
"|-","V",51,48.872382,"ug/L",0.341,619813.840
"| ","Cr",52,50.448350,"ug/L",0.387,590322.893
"| ","Mn",55,49.182672,"ug/L",0.608,1036035.870
"| ","Fe",57,1013.602073,"ug/L",1.304,424796.342
"| ","Co",59,53.018840,"ug/L",0.945,740844.622
"| ","Ni",60,54.080077,"ug/L",0.818,149617.499
"| ","Cu",63,107.471958,"ug/L",1.137,623607.428
"|>","Ge",74,,"ug/L",,356751.931
"|-","Mo",97,18.786319,"ug/L",0.785,42121.538
"|-","Ag",107,10.875203,"ug/L",0.752,102756.161
"|>","In",115,,"ug/L",,392633.871
"|-","Ba",137,195.877846,"ug/L",0.656,818987.493
"|-","Tl",205,48.660941,"ug/L",1.511,1600075.856
"| ","Pb",208,49.432599,"ug/L",0.941,2223489.317
"|>","Bi",209,,"ug/L",,438775.461
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Wednesday, December 06, 2023 13:39:39"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,437960.946
"|-","Al",27,3.592317,"ug/L",5.081,54669.232
"|-","V",51,-0.715503,"ug/L",29.855,-19793.497
"| ","Cr",52,-0.017935,"ug/L",105.090,11328.056
"| ","Mn",55,0.563508,"ug/L",99.678,12476.233
"| ","Fe",57,8.893955,"ug/L",103.282,8162.478
"| ","Co",59,0.008027,"ug/L",55.504,168.335
"| ","Ni",60,-0.013193,"ug/L",133.658,165.002
"| ","Cu",63,0.013817,"ug/L",89.332,421.343
"|>","Ge",74,,"ug/L",,342755.424
"|-","Mo",97,0.059527,"ug/L",5.781,182.203
"|-","Ag",107,0.001635,"ug/L",40.894,34.333
"|>","In",115,,"ug/L",,381740.398
"|-","Ba",137,0.198898,"ug/L",96.760,876.930
"|-","Tl",205,0.003978,"ug/L",114.635,379.675
"| ","Pb",208,0.005840,"ug/L",99.625,767.680
"|>","Bi",209,,"ug/L",,430832.789
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Wednesday, December 06, 2023 14:14:39"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 120623 MODIFIED.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,436646.443
"|-","Al",27,710.732632,"ug/L",0.213,4450974.531
"|-","V",51,48.953718,"ug/L",0.756,538298.867
"| ","Cr",52,50.383342,"ug/L",0.208,511186.871
"| ","Mn",55,49.210233,"ug/L",0.142,898798.544
"| ","Fe",57,1010.354144,"ug/L",0.365,367160.353
"| ","Co",59,52.077905,"ug/L",0.445,630956.315
"| ","Ni",60,52.540486,"ug/L",0.518,126039.070
"| ","Cu",63,105.146995,"ug/L",0.404,529013.600
"|>","Ge",74,,"ug/L",,309315.387
"|-","Mo",97,18.988662,"ug/L",0.680,36913.789
"|-","Ag",107,10.576614,"ug/L",1.173,89580.864
"|>","In",115,,"ug/L",,351978.810
"|-","Ba",137,193.639425,"ug/L",0.537,725779.760
"|-","Tl",205,48.960571,"ug/L",2.669,1483542.617
"| ","Pb",208,49.582844,"ug/L",1.160,2055141.102
"|>","Bi",209,,"ug/L",,404308.765
"QC Calculated Values"
