"DLZ - Summary Report"
"Sample ID:","Rinse"
"Sample Date/Time:","Friday, December 08, 2023 09:09:43"
"Sample Description:"
"Batch ID:","12/08/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"Sample Date/Time:","Friday, December 08, 2023 11:37:22"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,678524.459
"| ","Be",9,-0.015798,"ug/L",41.046,19.333
"|-","Al",27,-0.416582,"ug/L",11.431,32936.566
"|-","V",51,-0.704911,"ug/L",18.337,-29897.037
"| ","Cr",52,0.043939,"ug/L",54.896,18514.178
"| ","Mn",55,0.017147,"ug/L",26.710,1325.097
"| ","Fe",57,-2.090408,"ug/L",15.137,5959.621
"| ","Co",59,0.002983,"ug/L",65.465,111.001
"| ","Ni",60,0.004768,"ug/L",53.791,54.333
"| ","Cu",63,0.013510,"ug/L",26.679,259.337
"| ","Zn",66,0.040071,"ug/L",100.087,533.349
"| ","As",75,-0.056494,"ug/L",277.112,-1650.409
"| ","Se",82,0.076830,"ug/L",22.327,9.145
"|>","Ge",74,,"ug/L",,404554.400
"|-","Mo",97,0.097914,"ug/L",10.510,265.282
"|-","Ag",107,0.000566,"ug/L",109.793,32.667
"| ","Cd",111,0.003622,"ug/L",83.457,68.603
"|>","In",115,,"ug/L",,461295.530
"| ","Sb",123,0.342341,"ug/L",11.576,2212.083
"|-","Ba",137,0.014470,"ug/L",54.590,137.897
"|-","Tl",205,0.006232,"ug/L",41.833,327.340
"| ","Pb",208,0.003960,"ug/L",49.240,549.007
"|>","Bi",209,,"ug/L",,557198.054
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-03"
"Sample Date/Time:","Friday, December 08, 2023 11:40:37"
"Sample Description:"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,662783.371
"| ","Be",9,0.017811,"ug/L",40.969,44.000
"|-","Al",27,18.713155,"ug/L",2.141,236078.396
"|-","V",51,-1.946669,"ug/L",6.801,-44943.550
"| ","Cr",52,1.248008,"ug/L",0.903,31977.174
"| ","Mn",55,3529.722341,"ug/L",0.987,72535415.433
"| ","Fe",57,5955.532747,"ug/L",1.173,2533982.922
"| ","Co",59,3.461718,"ug/L",1.207,54163.635
"| ","Ni",60,7.292055,"ug/L",1.369,23419.478
"| ","Cu",63,2.945613,"ug/L",1.165,20509.458
"| ","Zn",66,6.677663,"ug/L",1.447,12227.893
"| ","As",75,-0.931795,"ug/L",57.161,-3105.268
"| ","Se",82,0.438876,"ug/L",21.241,81.343
"|>","Ge",74,,"ug/L",,387907.712
"|-","Mo",97,0.147250,"ug/L",5.753,363.623
"|-","Ag",107,0.008402,"ug/L",23.039,120.334
"| ","Cd",111,0.083925,"ug/L",21.880,253.537
"|>","In",115,,"ug/L",,454791.285
"| ","Sb",123,0.318283,"ug/L",7.139,2042.040
"|-","Ba",137,106.303374,"ug/L",0.698,496748.821
"|-","Tl",205,0.046235,"ug/L",37.146,1678.168
"| ","Pb",208,0.157623,"ug/L",4.844,7814.646
"|>","Bi",209,,"ug/L",,505933.173
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-04"
"Sample Date/Time:","Friday, December 08, 2023 11:43:52"
"Sample Description:"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,590215.601
"| ","Be",9,-0.013638,"ug/L",72.260,18.333
"|-","Al",27,24.670471,"ug/L",0.509,266755.411
"|-","V",51,0.389487,"ug/L",15.959,-14548.473
"| ","Cr",52,0.834854,"ug/L",2.114,27522.265
"| ","Mn",55,4171.765274,"ug/L",0.540,87077313.740
"| ","Fe",57,65994.638194,"ug/L",0.305,28451547.833
"| ","Co",59,1.909408,"ug/L",0.782,30374.996
"| ","Ni",60,4.195638,"ug/L",1.267,13703.655
"| ","Cu",63,0.768329,"ug/L",2.077,5550.695
"| ","Zn",66,4.237996,"ug/L",1.592,8044.892
"| ","As",75,0.476845,"ug/L",69.313,-655.317
"| ","Se",82,1.286346,"ug/L",9.458,256.163
"|>","Ge",74,,"ug/L",,394047.983
"|-","Mo",97,0.345792,"ug/L",1.085,814.689
"|-","Ag",107,0.035305,"ug/L",3.565,408.009
"| ","Cd",111,0.002435,"ug/L",103.417,62.828
"|>","In",115,,"ug/L",,440277.205
"| ","Sb",123,0.270306,"ug/L",3.851,1710.190
"|-","Ba",137,147.793136,"ug/L",0.639,668608.192
"|-","Tl",205,0.007983,"ug/L",45.650,348.007
"| ","Pb",208,0.058142,"ug/L",1.199,2990.526
"|>","Bi",209,,"ug/L",,491576.834
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-05"
"Sample Date/Time:","Friday, December 08, 2023 11:47:06"
"Sample Description:"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,630524.427
"| ","Be",9,-0.004984,"ug/L",162.612,25.667
"|-","Al",27,8.321968,"ug/L",0.165,119212.607
"|-","V",51,-2.366893,"ug/L",13.912,-49419.130
"| ","Cr",52,0.657483,"ug/L",20.808,24473.297
"| ","Mn",55,811.505014,"ug/L",1.532,16330980.798
"| ","Fe",57,186.528312,"ug/L",0.662,83980.487
"| ","Co",59,4.422804,"ug/L",0.422,67757.581
"| ","Ni",60,8.075257,"ug/L",0.668,25397.432
"| ","Cu",63,34.416468,"ug/L",0.594,233060.017
"| ","Zn",66,115.998420,"ug/L",0.737,200905.771
"| ","As",75,-1.100644,"ug/L",5.667,-3346.335
"| ","Se",82,0.932124,"ug/L",3.700,177.168
"|>","Ge",74,,"ug/L",,379923.281
"|-","Mo",97,0.885992,"ug/L",3.549,1954.128
"|-","Ag",107,0.007944,"ug/L",21.609,110.667
"| ","Cd",111,0.726811,"ug/L",2.248,1675.120
"|>","In",115,,"ug/L",,438219.570
"| ","Sb",123,0.967620,"ug/L",1.303,5585.341
"|-","Ba",137,74.554556,"ug/L",0.831,335724.576
"|-","Tl",205,0.168156,"ug/L",1.619,5624.406
"| ","Pb",208,45.290541,"ug/L",0.346,2065175.164
"|>","Bi",209,,"ug/L",,484650.350
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-06"
"Sample Date/Time:","Friday, December 08, 2023 11:50:20"
"Sample Description:"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,643157.126
"| ","Be",9,-0.006193,"ug/L",178.836,25.333
"|-","Al",27,3.896050,"ug/L",4.322,75806.420
"|-","V",51,2.729644,"ug/L",4.631,16022.858
"| ","Cr",52,0.410104,"ug/L",2.872,21593.282
"| ","Mn",55,2099.893968,"ug/L",0.846,42207345.567
"| ","Fe",57,128.684860,"ug/L",1.376,59862.794
"| ","Co",59,0.385627,"ug/L",1.333,5953.616
"| ","Ni",60,1.942708,"ug/L",1.075,6129.399
"| ","Cu",63,1.220690,"ug/L",1.905,8401.882
"| ","Zn",66,1.283956,"ug/L",2.043,2647.719
"| ","As",75,-0.314960,"ug/L",106.435,-1988.374
"| ","Se",82,0.349433,"ug/L",18.405,62.332
"|>","Ge",74,,"ug/L",,379435.933
"|-","Mo",97,6.579309,"ug/L",0.568,14255.527
"|-","Ag",107,0.002811,"ug/L",16.054,56.000
"| ","Cd",111,0.026987,"ug/L",16.300,118.541
"|>","In",115,,"ug/L",,443459.260
"| ","Sb",123,0.214829,"ug/L",3.044,1410.232
"|-","Ba",137,52.583852,"ug/L",0.386,239645.635
"|-","Tl",205,0.024187,"ug/L",2.294,896.378
"| ","Pb",208,0.034482,"ug/L",12.365,1909.413
"|>","Bi",209,,"ug/L",,495163.873
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0165-08"
"Sample Date/Time:","Friday, December 08, 2023 11:53:34"
"Sample Description:"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,648577.863
"| ","Be",9,-0.014289,"ug/L",69.912,19.667
"|-","Al",27,-0.051919,"ug/L",10.310,35294.721
"|-","V",51,2.736625,"ug/L",2.311,16273.552
"| ","Cr",52,0.386900,"ug/L",10.942,21546.521
"| ","Mn",55,2140.493341,"ug/L",0.464,43463180.266
"| ","Fe",57,125.793670,"ug/L",0.663,59266.251
"| ","Co",59,0.383570,"ug/L",1.124,5983.302
"| ","Ni",60,1.861089,"ug/L",2.163,5934.271
"| ","Cu",63,1.172782,"ug/L",0.780,8160.661
"| ","Zn",66,1.109548,"ug/L",2.236,2370.976
"| ","As",75,-0.581447,"ug/L",21.488,-2473.612
"| ","Se",82,0.350019,"ug/L",11.779,63.012
"|>","Ge",74,,"ug/L",,383313.641
"|-","Mo",97,6.731752,"ug/L",0.767,14734.850
"|-","Ag",107,0.002656,"ug/L",26.170,54.667
"| ","Cd",111,0.031511,"ug/L",23.494,129.871
"|>","In",115,,"ug/L",,446691.578
"| ","Sb",123,0.185991,"ug/L",7.284,1255.758
"|-","Ba",137,53.422274,"ug/L",0.985,245214.837
"|-","Tl",205,0.021789,"ug/L",10.271,816.704
"| ","Pb",208,0.019353,"ug/L",4.738,1207.365
"|>","Bi",209,,"ug/L",,495910.320
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2308565"
"Sample Date/Time:","Friday, December 08, 2023 11:56:50"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,689803.721
"| ","Be",9,51.428457,"ug/L",1.799,39946.258
"|-","Al",27,494.531025,"ug/L",2.383,5523559.599
"|-","V",51,49.173358,"ug/L",1.452,678174.679
"| ","Cr",52,49.858791,"ug/L",1.232,657197.938
"| ","Mn",55,50.723701,"ug/L",0.715,1130744.413
"| ","Fe",57,1015.697923,"ug/L",1.224,474271.233
"| ","Co",59,50.385630,"ug/L",0.659,853585.056
"| ","Ni",60,51.701701,"ug/L",0.338,179743.436
"| ","Cu",63,101.235135,"ug/L",0.678,758316.808
"| ","Zn",66,101.149372,"ug/L",0.483,193944.351
"| ","As",75,50.048115,"ug/L",0.731,93781.722
"| ","Se",82,19.721112,"ug/L",1.471,4295.510
"|>","Ge",74,,"ug/L",,420466.563
"|-","Mo",97,19.596836,"ug/L",1.177,46970.857
"|-","Ag",107,10.152000,"ug/L",1.472,121278.025
"| ","Cd",111,50.878182,"ug/L",0.684,125405.103
"|>","In",115,,"ug/L",,484915.112
"| ","Sb",123,9.331364,"ug/L",2.341,57730.536
"|-","Ba",137,198.814861,"ug/L",1.658,990412.397
"|-","Tl",205,49.508541,"ug/L",0.111,1975886.999
"| ","Pb",208,50.740688,"ug/L",0.204,2800110.450
"|>","Bi",209,,"ug/L",,586540.009
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2308559"
"Sample Date/Time:","Friday, December 08, 2023 12:00:06"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,673444.178
"| ","Be",9,-0.024954,"ug/L",6.874,12.333
"|-","Al",27,-0.336698,"ug/L",5.799,33561.175
"|-","V",51,-0.704679,"ug/L",12.394,-31160.545
"| ","Cr",52,-0.161468,"ug/L",26.789,16653.254
"| ","Mn",55,0.068444,"ug/L",24.817,2526.356
"| ","Fe",57,-2.681459,"ug/L",8.636,5936.271
"| ","Co",59,0.003183,"ug/L",55.251,119.334
"| ","Ni",60,0.005810,"ug/L",35.429,60.334
"| ","Cu",63,0.011312,"ug/L",59.044,254.004
"| ","Zn",66,-0.010253,"ug/L",96.022,460.012
"| ","As",75,-0.071405,"ug/L",323.953,-1746.988
"| ","Se",82,0.075951,"ug/L",100.239,9.428
"|>","Ge",74,,"ug/L",,421544.287
"|-","Mo",97,0.100255,"ug/L",11.917,281.986
"|-","Ag",107,0.000565,"ug/L",88.715,33.667
"| ","Cd",111,0.000542,"ug/L",758.870,63.101
"|>","In",115,,"ug/L",,474453.593
"| ","Sb",123,0.340539,"ug/L",9.060,2266.120
"|-","Ba",137,0.019984,"ug/L",57.219,168.911
"|-","Tl",205,0.007466,"ug/L",36.197,391.009
"| ","Pb",208,0.004880,"ug/L",45.841,624.008
"|>","Bi",209,,"ug/L",,581905.351
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359897-BLK1"
"Sample Date/Time:","Friday, December 08, 2023 12:11:30"
"Sample Description:","5X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,737951.284
"| ","Be",9,-0.028363,"ug/L",9.820,10.667
"|-","Al",27,2.540434,"ug/L",3.236,70924.004
"|-","V",51,-1.010493,"ug/L",10.808,-36935.889
"| ","Cr",52,0.135532,"ug/L",33.493,21278.223
"| ","Mn",55,0.056491,"ug/L",0.888,2349.970
"| ","Fe",57,0.258360,"ug/L",110.142,7581.828
"| ","Co",59,0.002708,"ug/L",29.496,115.667
"| ","Ni",60,0.060089,"ug/L",4.303,259.337
"| ","Cu",63,0.031323,"ug/L",10.730,420.343
"| ","Zn",66,0.019593,"ug/L",18.812,537.683
"| ","As",75,-0.285888,"ug/L",69.839,-2241.997
"| ","Se",82,0.048615,"ug/L",8.644,3.525
"|>","Ge",74,,"ug/L",,438279.175
"|-","Mo",97,0.062657,"ug/L",15.941,199.390
"|-","Ag",107,0.001227,"ug/L",79.347,45.333
"| ","Cd",111,-0.001237,"ug/L",378.224,64.230
"|>","In",115,,"ug/L",,518727.974
"| ","Sb",123,0.132018,"ug/L",10.386,1104.171
"|-","Ba",137,0.020650,"ug/L",17.993,188.562
"|-","Tl",205,0.000915,"ug/L",29.908,133.334
"| ","Pb",208,0.010327,"ug/L",8.616,932.018
"|>","Bi",209,,"ug/L",,587863.781
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359897-BS1"
"Sample Date/Time:","Friday, December 08, 2023 12:14:44"
"Sample Description:","20X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,714535.766
"| ","Be",9,77.841659,"ug/L",2.065,62606.869
"|-","Al",27,3854.117574,"ug/L",1.804,44320440.771
"|-","V",51,61.902012,"ug/L",1.451,879573.367
"| ","Cr",52,125.152026,"ug/L",0.980,1659950.778
"| ","Mn",55,217.426174,"ug/L",1.739,4958741.949
"| ","Fe",57,3884.514736,"ug/L",0.300,1836418.456
"| ","Co",59,92.041244,"ug/L",0.412,1596415.640
"| ","Ni",60,61.400436,"ug/L",1.163,218526.724
"| ","Cu",63,66.408500,"ug/L",1.281,509361.845
"| ","Zn",66,185.971931,"ug/L",0.822,364672.582
"| ","As",75,92.104062,"ug/L",0.785,178066.978
"| ","Se",82,47.186056,"ug/L",2.499,10531.243
"|>","Ge",74,,"ug/L",,430480.617
"|-","Mo",97,28.018259,"ug/L",1.964,68734.699
"|-","Ag",107,20.139824,"ug/L",1.559,248882.518
"| ","Cd",111,54.790512,"ug/L",0.632,139701.277
"|>","In",115,,"ug/L",,501622.073
"| ","Sb",123,47.813377,"ug/L",0.823,304998.810
"|-","Ba",137,189.066707,"ug/L",0.879,974443.890
"|-","Tl",205,93.282400,"ug/L",1.199,3742653.838
"| ","Pb",208,79.679480,"ug/L",0.877,4420500.906
"|>","Bi",209,,"ug/L",,589679.147
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359897-BSD1"
"Sample Date/Time:","Friday, December 08, 2023 12:17:59"
"Sample Description:","20X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,721531.954
"| ","Be",9,74.791969,"ug/L",0.374,60749.655
"|-","Al",27,3765.647636,"ug/L",1.185,43731331.942
"|-","V",51,59.790157,"ug/L",1.140,860569.725
"| ","Cr",52,121.846878,"ug/L",1.747,1639019.549
"| ","Mn",55,214.684409,"ug/L",2.157,4964253.405
"| ","Fe",57,3847.456461,"ug/L",1.253,1844027.009
"| ","Co",59,89.914011,"ug/L",0.724,1580960.532
"| ","Ni",60,59.418661,"ug/L",0.640,214387.966
"| ","Cu",63,65.070239,"ug/L",0.473,505975.584
"| ","Zn",66,182.808821,"ug/L",0.132,363410.596
"| ","As",75,90.533369,"ug/L",0.358,177413.289
"| ","Se",82,46.421332,"ug/L",0.116,10503.542
"|>","Ge",74,,"ug/L",,436398.107
"|-","Mo",97,27.296205,"ug/L",0.796,67890.861
"|-","Ag",107,21.023915,"ug/L",1.517,259705.182
"| ","Cd",111,53.582974,"ug/L",0.558,136575.581
"|>","In",115,,"ug/L",,501415.869
"| ","Sb",123,45.467163,"ug/L",0.524,289940.517
"|-","Ba",137,204.858812,"ug/L",0.962,1055471.620
"|-","Tl",205,90.891583,"ug/L",0.870,3677088.772
"| ","Pb",208,78.196354,"ug/L",0.637,4374179.679
"|>","Bi",209,,"ug/L",,594574.647
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359897-MS1"
"Sample Date/Time:","Friday, December 08, 2023 12:21:14"
"Sample Description:","20X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,600609.762
"| ","Be",9,23.569568,"ug/L",2.753,15955.330
"|-","Al",27,10929.018273,"ug/L",3.793,105583435.287
"|-","V",51,48.496062,"ug/L",0.944,600806.646
"| ","Cr",52,43.408009,"ug/L",1.243,516325.408
"| ","Mn",55,582.614853,"ug/L",0.477,11662116.861
"| ","Fe",57,18583.393778,"ug/L",0.522,7687192.427
"| ","Co",59,35.559813,"ug/L",0.874,541394.131
"| ","Ni",60,56.399212,"ug/L",1.072,176189.051
"| ","Cu",63,89.258981,"ug/L",1.030,600870.561
"| ","Zn",66,91.317278,"ug/L",0.817,157390.140
"| ","As",75,29.204966,"ug/L",1.148,48580.364
"| ","Se",82,24.106951,"ug/L",1.560,4719.820
"|>","Ge",74,,"ug/L",,377876.218
"|-","Mo",97,26.425828,"ug/L",1.589,56905.805
"|-","Ag",107,21.846479,"ug/L",0.468,235129.276
"| ","Cd",111,24.384312,"ug/L",0.572,54182.249
"|>","In",115,,"ug/L",,436881.428
"| ","Sb",123,3.814737,"ug/L",0.374,21374.690
"|-","Ba",137,739.747545,"ug/L",0.414,3320533.330
"|-","Tl",205,30.303050,"ug/L",0.259,944321.690
"| ","Pb",208,42.604584,"ug/L",0.502,1835770.472
"|>","Bi",209,,"ug/L",,457967.533
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359897-MSD1"
"Sample Date/Time:","Friday, December 08, 2023 12:24:29"
"Sample Description:","20X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,609235.428
"| ","Be",9,25.078857,"ug/L",1.755,17218.962
"|-","Al",27,14029.782264,"ug/L",1.482,137477463.027
"|-","V",51,47.397303,"ug/L",1.101,621028.798
"| ","Cr",52,45.996277,"ug/L",0.574,578038.613
"| ","Mn",55,540.079458,"ug/L",0.665,11442531.208
"| ","Fe",57,20954.267283,"ug/L",0.595,9173551.799
"| ","Co",59,37.330079,"ug/L",0.651,601569.575
"| ","Ni",60,56.548944,"ug/L",0.561,186986.508
"| ","Cu",63,69.200152,"ug/L",0.053,493114.657
"| ","Zn",66,92.635680,"ug/L",0.184,168990.578
"| ","As",75,29.345246,"ug/L",0.802,51668.909
"| ","Se",82,23.401975,"ug/L",1.739,4849.087
"|>","Ge",74,,"ug/L",,399933.200
"|-","Mo",97,24.626211,"ug/L",0.607,56134.714
"|-","Ag",107,22.125657,"ug/L",0.385,248028.690
"| ","Cd",111,24.264723,"ug/L",0.751,56157.112
"|>","In",115,,"ug/L",,455033.634
"| ","Sb",123,3.606140,"ug/L",1.359,21056.739
"|-","Ba",137,846.571267,"ug/L",0.853,3957945.310
"|-","Tl",205,29.363925,"ug/L",0.245,965460.999
"| ","Pb",208,40.693114,"ug/L",0.165,1850046.564
"|>","Bi",209,,"ug/L",,483197.007
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359897-PS1"
"Sample Date/Time:","Friday, December 08, 2023 12:27:44"
"Sample Description:","5X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,491338.324
"| ","Be",9,4.731369,"ug/L",1.364,2638.383
"|-","Al",27,50202.708079,"ug/L",1.976,396646434.323
"|-","V",51,82.356443,"ug/L",1.649,822329.603
"| ","Cr",52,76.253300,"ug/L",1.103,711641.216
"| ","Mn",55,1847.883393,"ug/L",0.999,29431512.525
"| ","Fe",57,79066.693287,"ug/L",1.015,26008790.702
"| ","Co",59,43.510665,"ug/L",0.309,527146.736
"| ","Ni",60,111.389732,"ug/L",0.183,276887.117
"| ","Cu",63,90.790248,"ug/L",0.026,486363.721
"| ","Zn",66,169.080157,"ug/L",0.477,231615.187
"| ","As",75,19.968302,"ug/L",0.907,26065.520
"| ","Se",82,1.502927,"ug/L",5.707,229.291
"|>","Ge",74,,"ug/L",,300678.739
"|-","Mo",97,4.586191,"ug/L",0.216,7883.465
"|-","Ag",107,1.080727,"ug/L",0.313,9891.378
"| ","Cd",111,2.978001,"ug/L",1.019,5658.223
"|>","In",115,,"ug/L",,370764.026
"| ","Sb",123,1.036375,"ug/L",2.878,5049.344
"|-","Ba",137,2969.052106,"ug/L",1.178,11309938.483
"|-","Tl",205,5.477445,"ug/L",1.132,136618.230
"| ","Pb",208,62.964100,"ug/L",1.327,2170587.319
"|>","Bi",209,,"ug/L",,366445.380
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B359897-SRL1"
"Sample Date/Time:","Friday, December 08, 2023 12:30:58"
"Sample Description:","25X"
"Batch ID:","12/8/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,599853.231
"| ","Be",9,0.472805,"ug/L",7.208,347.007
"|-","Al",27,13211.617100,"ug/L",0.662,127469819.153
"|-","V",51,18.420813,"ug/L",1.343,236330.003
"| ","Cr",52,17.213329,"ug/L",0.930,234608.916
"| ","Mn",55,434.651252,"ug/L",0.852,9499485.852
"| ","Fe",57,18934.598531,"ug/L",0.934,8551399.644
"| ","Co",59,9.527348,"ug/L",1.284,158422.613
"| ","Ni",60,27.100171,"ug/L",1.474,92457.867
"| ","Cu",63,21.637485,"ug/L",0.513,159162.566
"| ","Zn",66,45.137114,"ug/L",0.122,85178.859
"| ","As",75,4.586757,"ug/L",0.964,7000.836
"| ","Se",82,0.235509,"ug/L",49.595,43.342
"|>","Ge",74,,"ug/L",,412547.111
"|-","Mo",97,0.611498,"ug/L",0.329,1477.257
"|-","Ag",107,0.097428,"ug/L",3.088,1132.404
"| ","Cd",111,-0.077953,"ug/L",23.159,-122.362
"|>","In",115,,"ug/L",,460923.652
"| ","Sb",123,0.073685,"ug/L",5.307,638.853
"|-","Ba",137,722.491610,"ug/L",0.680,3421481.827
"|-","Tl",205,0.183456,"ug/L",0.325,6318.528
"| ","Pb",208,14.518969,"ug/L",0.543,682708.440
"|>","Bi",209,,"ug/L",,499617.134
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23L0541-02"
"Sample Date/Time:","Friday, December 08, 2023 12:34:14"
"Sample Description:","5X"
