"DLZ - Summary Report"
"Sample ID:","Cal std 1@2305748"
"Sample Date/Time:","Monday, November 06, 2023 09:58:47"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|-","V",51,-0.601701,"ug/L",46.061,-16457.623
"| ","Cr",52,1.114275,"ug/L",2.287,28007.098
"| ","Mn",55,0.408305,"ug/L",2.796,8488.965
"| ","Fe",57,7.745501,"ug/L",5.246,7677.576
"| ","Co",59,0.004663,"ug/L",24.057,123.334
"| ","Ni",60,0.136357,"ug/L",0.730,430.010
"| ","Cu",63,8.802879,"ug/L",0.249,54159.887
"| ","Zn",66,2.728724,"ug/L",0.709,4756.578
"| ","As",75,0.008395,"ug/L",157.436,-1033.606
"| ","Se",82,-0.060143,"ug/L",133.934,-16.203
"|>","Ge",74,,"ug/L",,390383.287
"|-","Mo",97,0.137041,"ug/L",4.565,366.765
"|-","Ag",107,0.000672,"ug/L",179.901,35.000
"| ","Cd",111,-0.007059,"ug/L",40.600,37.023
"|>","In",115,,"ug/L",,446689.113
"| ","Sb",123,0.273324,"ug/L",4.914,1810.273
"|-","Ba",137,0.121616,"ug/L",4.600,624.561
"|-","Tl",205,0.000809,"ug/L",48.522,97.001
"| ","Pb",208,0.178463,"ug/L",1.414,7856.999
"|>","Bi",209,,"ug/L",,424961.932
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23J3824-08"
"Sample Date/Time:","Monday, November 06, 2023 12:40:40"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,617128.846
"| ","Be",9,0.005072,"ug/L",119.249,17.333
"|-","Al",27,13.759128,"ug/L",2.148,228546.052
"|-","V",51,-0.679298,"ug/L",27.203,-17340.298
"| ","Cr",52,1.420968,"ug/L",0.994,31243.278
"| ","Mn",55,0.402857,"ug/L",1.417,8316.804
"| ","Fe",57,7.613405,"ug/L",1.917,7564.814
"| ","Co",59,0.005870,"ug/L",9.532,138.001
"| ","Ni",60,0.100994,"ug/L",8.458,331.673
"| ","Cu",63,7.388153,"ug/L",0.565,45117.376
"| ","Zn",66,4.286994,"ug/L",2.591,7052.737
"| ","As",75,-0.353456,"ug/L",38.940,-1670.502
"| ","Se",82,-0.039048,"ug/L",189.959,-11.447
"|>","Ge",74,,"ug/L",,387051.410
"|-","Mo",97,0.133562,"ug/L",3.945,355.546
"|-","Ag",107,0.000452,"ug/L",91.623,32.000
"| ","Cd",111,-0.009599,"ug/L",35.799,30.600
"|>","In",115,,"ug/L",,441365.569
"| ","Sb",123,0.259382,"ug/L",8.290,1711.633
"|-","Ba",137,0.148687,"ug/L",10.206,722.229
"|-","Tl",205,-0.000001,"ug/L",11343.996,72.334
"| ","Pb",208,0.057478,"ug/L",2.925,2898.514
"|>","Bi",209,,"ug/L",,422926.583
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23J3824-09"
"Sample Date/Time:","Monday, November 06, 2023 12:44:00"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,622223.611
"| ","Be",9,0.009566,"ug/L",71.900,20.333
"|-","Al",27,12.615887,"ug/L",1.940,216562.881
"|-","V",51,-0.803696,"ug/L",8.020,-19204.059
"| ","Cr",52,1.071466,"ug/L",5.345,27603.200
"| ","Mn",55,0.212440,"ug/L",2.842,4922.666
"| ","Fe",57,6.812304,"ug/L",7.611,7366.319
"| ","Co",59,0.004191,"ug/L",9.881,117.334
"| ","Ni",60,0.107093,"ug/L",5.589,352.340
"| ","Cu",63,3.572720,"ug/L",1.603,22229.152
"| ","Zn",66,0.563064,"ug/L",1.157,1487.455
"| ","As",75,-0.212104,"ug/L",122.946,-1435.251
"| ","Se",82,-0.130671,"ug/L",18.129,-30.508
"|>","Ge",74,,"ug/L",,391608.376
"|-","Mo",97,0.125256,"ug/L",1.795,340.577
"|-","Ag",107,0.000338,"ug/L",71.486,31.333
"| ","Cd",111,-0.005972,"ug/L",48.940,39.737
"|>","In",115,,"ug/L",,448639.217
"| ","Sb",123,0.210861,"ug/L",6.044,1470.924
"|-","Ba",137,0.054490,"ug/L",13.585,360.858
"|-","Tl",205,-0.000007,"ug/L",236.960,72.667
"| ","Pb",208,0.025475,"ug/L",3.022,1605.722
"|>","Bi",209,,"ug/L",,425500.624
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23J3824-10"
"Sample Date/Time:","Monday, November 06, 2023 12:47:21"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,617233.873
"| ","Be",9,0.002085,"ug/L",233.565,15.333
"|-","Al",27,15.742497,"ug/L",1.867,252475.238
"|-","V",51,-0.583195,"ug/L",58.898,-16200.331
"| ","Cr",52,1.073105,"ug/L",5.023,27502.571
"| ","Mn",55,0.244187,"ug/L",2.348,5480.986
"| ","Fe",57,4.572510,"ug/L",8.728,6531.680
"| ","Co",59,0.005486,"ug/L",15.155,134.001
"| ","Ni",60,0.063652,"ug/L",14.883,233.670
"| ","Cu",63,10.822575,"ug/L",1.710,66433.255
"| ","Zn",66,4.383051,"ug/L",2.112,7247.555
"| ","As",75,-0.411370,"ug/L",152.109,-1793.672
"| ","Se",82,-0.116600,"ug/L",17.794,-27.518
"|>","Ge",74,,"ug/L",,389889.723
"|-","Mo",97,0.129489,"ug/L",13.305,349.203
"|-","Ag",107,0.000609,"ug/L",131.956,34.333
"| ","Cd",111,-0.005901,"ug/L",18.569,39.817
"|>","In",115,,"ug/L",,448201.934
"| ","Sb",123,0.202132,"ug/L",4.490,1420.866
"|-","Ba",137,0.103689,"ug/L",4.285,555.563
"|-","Tl",205,0.000068,"ug/L",341.798,74.667
"| ","Pb",208,0.199326,"ug/L",1.196,8697.965
"|>","Bi",209,,"ug/L",,424356.631
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B357122-BLK1"
"Sample Date/Time:","Monday, November 06, 2023 12:50:42"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,627741.244
"| ","Be",9,0.001251,"ug/L",967.066,15.000
"|-","Al",27,-2.778924,"ug/L",0.725,29947.593
"|-","V",51,-0.842209,"ug/L",14.320,-20005.755
"| ","Cr",52,0.831858,"ug/L",4.758,25207.926
"| ","Mn",55,0.073602,"ug/L",3.469,2410.320
"| ","Fe",57,1.529211,"ug/L",8.009,5544.357
"| ","Co",59,0.002234,"ug/L",39.952,92.667
"| ","Ni",60,0.017363,"ug/L",39.787,111.334
"| ","Cu",63,0.028713,"ug/L",8.693,481.679
"| ","Zn",66,0.317623,"ug/L",13.784,1131.737
"| ","As",75,-0.635741,"ug/L",56.655,-2220.006
"| ","Se",82,-0.093196,"ug/L",65.697,-23.172
"|>","Ge",74,,"ug/L",,397135.436
"|-","Mo",97,0.007592,"ug/L",30.206,70.388
"|-","Ag",107,0.000806,"ug/L",66.236,37.667
"| ","Cd",111,-0.005928,"ug/L",33.465,40.945
"|>","In",115,,"ug/L",,461636.432
"| ","Sb",123,0.102347,"ug/L",11.420,893.497
"|-","Ba",137,0.006081,"ug/L",14.778,173.149
"|-","Tl",205,-0.000453,"ug/L",35.330,63.000
"| ","Pb",208,0.002638,"ug/L",14.292,713.011
"|>","Bi",209,,"ug/L",,452064.509
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B357122-BS1"
"Sample Date/Time:","Monday, November 06, 2023 12:54:03"
"Sample Description:","10X"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,608645.853
"| ","Be",9,52.404914,"ug/L",0.685,33684.654
"|-","Al",27,47.503727,"ug/L",1.221,626093.900
"|-","V",51,52.484438,"ug/L",0.480,744010.964
"| ","Cr",52,52.414539,"ug/L",1.039,660143.352
"| ","Mn",55,51.842366,"ug/L",0.913,1019110.433
"| ","Fe",57,418.246748,"ug/L",0.958,166175.671
"| ","Co",59,52.419026,"ug/L",0.273,745064.733
"| ","Ni",60,54.426009,"ug/L",0.620,157527.451
"| ","Cu",63,105.523178,"ug/L",0.128,693792.879
"| ","Zn",66,106.486853,"ug/L",0.643,173588.817
"| ","As",75,54.147722,"ug/L",0.421,103108.504
"| ","Se",82,50.452638,"ug/L",1.498,11052.859
"|>","Ge",74,,"ug/L",,419273.659
"|-","Mo",97,52.171781,"ug/L",0.555,128794.987
"|-","Ag",107,53.595860,"ug/L",0.304,637699.927
"| ","Cd",111,53.109629,"ug/L",0.819,132431.061
"|>","In",115,,"ug/L",,475440.869
"| ","Sb",123,58.215502,"ug/L",0.208,343109.651
"|-","Ba",137,53.662668,"ug/L",1.022,226129.100
"|-","Tl",205,53.907778,"ug/L",0.689,1793028.009
"| ","Pb",208,53.175077,"ug/L",0.461,2416434.650
"|>","Bi",209,,"ug/L",,472273.198
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B357122-BSD1"
"Sample Date/Time:","Monday, November 06, 2023 12:57:23"
"Sample Description:","10X"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,604749.470
"| ","Be",9,49.340342,"ug/L",2.014,31530.365
"|-","Al",27,43.059514,"ug/L",1.357,569900.849
"|-","V",51,49.222032,"ug/L",3.586,700786.781
"| ","Cr",52,49.130368,"ug/L",3.793,622943.555
"| ","Mn",55,48.473744,"ug/L",3.426,957792.376
"| ","Fe",57,390.133569,"ug/L",2.967,156149.665
"| ","Co",59,48.937117,"ug/L",2.691,699099.571
"| ","Ni",60,50.888921,"ug/L",3.291,148044.879
"| ","Cu",63,98.965866,"ug/L",2.844,653991.906
"| ","Zn",66,99.448580,"ug/L",2.792,162970.931
"| ","As",75,50.643333,"ug/L",1.966,96832.506
"| ","Se",82,48.241336,"ug/L",2.330,10620.103
"|>","Ge",74,,"ug/L",,421229.500
"|-","Mo",97,49.317162,"ug/L",2.765,122377.146
"|-","Ag",107,50.247533,"ug/L",2.665,600317.002
"| ","Cd",111,49.896848,"ug/L",2.235,124923.901
"|>","In",115,,"ug/L",,477236.671
"| ","Sb",123,54.540066,"ug/L",2.327,322768.489
"|-","Ba",137,50.426697,"ug/L",2.854,213354.946
"|-","Tl",205,50.495177,"ug/L",2.199,1696035.971
"| ","Pb",208,50.060467,"ug/L",2.312,2297191.881
"|>","Bi",209,,"ug/L",,476802.592
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B357122-MS1"
"Sample Date/Time:","Monday, November 06, 2023 13:00:45"
"Sample Description:","10X"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,601687.791
"| ","Be",9,42.752912,"ug/L",7.260,27198.198
"|-","Al",27,37.422297,"ug/L",7.827,501115.682
"|-","V",51,42.178961,"ug/L",7.571,609915.284
"| ","Cr",52,41.741758,"ug/L",7.828,541225.774
"| ","Mn",55,47.234105,"ug/L",7.600,949989.264
"| ","Fe",57,354.514117,"ug/L",7.286,144920.825
"| ","Co",59,41.584838,"ug/L",6.951,604702.236
"| ","Ni",60,43.643351,"ug/L",6.720,129225.185
"| ","Cu",63,84.134280,"ug/L",6.409,565928.690
"| ","Zn",66,87.137181,"ug/L",6.842,145426.828
"| ","As",75,43.478534,"ug/L",7.007,84472.657
"| ","Se",82,41.609229,"ug/L",6.732,9324.637
"|>","Ge",74,,"ug/L",,428542.533
"|-","Mo",97,42.737861,"ug/L",6.354,107944.141
"|-","Ag",107,42.811275,"ug/L",5.539,512985.620
"| ","Cd",111,42.804109,"ug/L",6.877,107513.801
"|>","In",115,,"ug/L",,478472.558
"| ","Sb",123,47.129438,"ug/L",7.264,279843.834
"|-","Ba",137,44.433633,"ug/L",7.168,188597.604
"|-","Tl",205,44.283377,"ug/L",7.217,1460705.264
"| ","Pb",208,43.430558,"ug/L",7.325,1957230.868
"|>","Bi",209,,"ug/L",,468083.553
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","B357122-DUP1"
"Sample Date/Time:","Monday, November 06, 2023 13:04:09"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,625284.257
"| ","Be",9,0.006201,"ug/L",85.583,18.333
"|-","Al",27,18.714323,"ug/L",3.440,291905.536
"|-","V",51,-0.600710,"ug/L",33.395,-16735.166
"| ","Cr",52,3.724095,"ug/L",0.820,58914.999
"| ","Mn",55,0.826501,"ug/L",0.516,16430.838
"| ","Fe",57,63.523473,"ug/L",1.550,28166.911
"| ","Co",59,0.023898,"ug/L",3.487,384.675
"| ","Ni",60,0.229937,"ug/L",5.284,694.360
"| ","Cu",63,6.150848,"ug/L",0.383,38632.920
"| ","Zn",66,4.387868,"ug/L",0.551,7399.010
"| ","As",75,-0.138025,"ug/L",78.930,-1320.141
"| ","Se",82,0.152404,"ug/L",48.698,27.811
"|>","Ge",74,,"ug/L",,397587.987
"|-","Mo",97,0.755174,"ug/L",6.998,1818.831
"|-","Ag",107,0.004489,"ug/L",35.596,79.667
"| ","Cd",111,-0.002304,"ug/L",88.435,49.391
"|>","In",115,,"ug/L",,459066.904
"| ","Sb",123,0.304011,"ug/L",2.421,2034.583
"|-","Ba",137,0.088225,"ug/L",4.311,506.088
"|-","Tl",205,0.016316,"ug/L",11.553,569.018
"| ","Pb",208,0.087040,"ug/L",3.167,4181.044
"|>","Bi",209,,"ug/L",,431188.147
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCV@2305744"
"Sample Date/Time:","Monday, November 06, 2023 13:07:32"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,605119.312
"| ","Be",9,53.577175,"ug/L",0.884,34232.720
"|-","Al",27,515.658220,"ug/L",1.699,6147457.180
"|-","V",51,52.376165,"ug/L",0.856,752205.512
"| ","Cr",52,52.972789,"ug/L",0.627,675666.444
"| ","Mn",55,52.322381,"ug/L",0.669,1041964.540
"| ","Fe",57,1054.066497,"ug/L",0.725,416196.876
"| ","Co",59,53.101394,"ug/L",0.460,764641.212
"| ","Ni",60,55.431057,"ug/L",0.328,162521.175
"| ","Cu",63,108.631126,"ug/L",0.074,723554.235
"| ","Zn",66,109.606379,"ug/L",0.133,180971.567
"| ","As",75,54.083351,"ug/L",0.449,104320.953
"| ","Se",82,21.394595,"ug/L",1.109,4746.115
"|>","Ge",74,,"ug/L",,424756.781
"|-","Mo",97,21.093626,"ug/L",0.779,52786.279
"|-","Ag",107,10.879462,"ug/L",0.928,129937.859
"| ","Cd",111,54.482437,"ug/L",1.110,136340.753
"|>","In",115,,"ug/L",,477216.228
"| ","Sb",123,9.792349,"ug/L",2.734,58214.849
"|-","Ba",137,215.315848,"ug/L",0.408,910102.449
"|-","Tl",205,53.119842,"ug/L",1.214,1791790.924
"| ","Pb",208,53.631903,"ug/L",0.357,2471292.362
"|>","Bi",209,,"ug/L",,478890.196
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","SEQ-CCB@2305748"
"Sample Date/Time:","Monday, November 06, 2023 13:10:56"
"Sample Description:"
"Batch ID:"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,603149.033
"| ","Be",9,0.005239,"ug/L",36.764,17.000
"|-","Al",27,0.128051,"ug/L",76.767,62971.044
"|-","V",51,-0.148562,"ug/L",115.980,-11223.912
"| ","Cr",52,0.202953,"ug/L",3.471,18979.128
"| ","Mn",55,0.009604,"ug/L",31.911,1293.759
"| ","Fe",57,-0.020466,"ug/L",2252.681,5280.867
"| ","Co",59,0.003751,"ug/L",48.933,119.667
"| ","Ni",60,0.005505,"ug/L",44.929,83.667
"| ","Cu",63,0.001047,"ug/L",198.306,328.339
"| ","Zn",66,-0.016651,"ug/L",23.864,654.690
"| ","As",75,0.119902,"ug/L",63.550,-901.982
"| ","Se",82,0.084134,"ug/L",71.509,14.495
"|>","Ge",74,,"ug/L",,421379.725
"|-","Mo",97,0.169373,"ug/L",7.640,475.916
"|-","Ag",107,0.000992,"ug/L",77.685,41.000
"| ","Cd",111,-0.003543,"ug/L",78.800,48.178
"|>","In",115,,"ug/L",,476892.048
"| ","Sb",123,0.362160,"ug/L",20.210,2452.145
"|-","Ba",137,-0.000988,"ug/L",300.277,148.885
"|-","Tl",205,0.005775,"ug/L",21.550,274.671
"| ","Pb",208,0.002533,"ug/L",47.854,745.679
"|>","Bi",209,,"ug/L",,476032.108
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K0418-06"
"Sample Date/Time:","Monday, November 06, 2023 13:14:17"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,593038.711
"| ","Be",9,0.008312,"ug/L",35.599,18.667
"|-","Al",27,3.236029,"ug/L",4.301,97903.680
"|-","V",51,-0.578738,"ug/L",23.934,-16987.758
"| ","Cr",52,4.569729,"ug/L",3.005,71157.054
"| ","Mn",55,84.164009,"ug/L",1.019,1622478.291
"| ","Fe",57,316.999065,"ug/L",0.796,124821.467
"| ","Co",59,2.635006,"ug/L",0.867,36800.005
"| ","Ni",60,14.259938,"ug/L",0.688,40540.232
"| ","Cu",63,6.229272,"ug/L",0.890,40479.636
"| ","Zn",66,23.292284,"ug/L",1.197,37770.339
"| ","As",75,-0.471492,"ug/L",19.068,-1996.415
"| ","Se",82,0.785817,"ug/L",6.023,164.920
"|>","Ge",74,,"ug/L",,411334.238
"|-","Mo",97,2.053222,"ug/L",1.000,5025.454
"|-","Ag",107,0.004489,"ug/L",2.728,82.000
"| ","Cd",111,0.004375,"ug/L",132.699,67.342
"|>","In",115,,"ug/L",,472148.805
"| ","Sb",123,0.753939,"ug/L",0.451,4723.415
"|-","Ba",137,12.916078,"ug/L",1.934,54164.489
"|-","Tl",205,0.002892,"ug/L",26.216,161.001
"| ","Pb",208,0.174136,"ug/L",1.876,7749.639
"|>","Bi",209,,"ug/L",,428828.736
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K0385-01"
"Sample Date/Time:","Monday, November 06, 2023 13:17:39"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,594838.246
"| ","Be",9,0.016751,"ug/L",18.431,24.000
"|-","Al",27,211.267458,"ug/L",0.424,2512843.584
"|-","V",51,-0.101558,"ug/L",184.156,-10296.878
"| ","Cr",52,4.575632,"ug/L",2.412,71273.739
"| ","Mn",55,60.301184,"ug/L",0.819,1163624.727
"| ","Fe",57,884.193509,"ug/L",0.414,339186.011
"| ","Co",59,0.482575,"ug/L",1.198,6799.209
"| ","Ni",60,4.199453,"ug/L",1.658,11995.578
"| ","Cu",63,85.495360,"ug/L",0.800,552011.478
"| ","Zn",66,107.461494,"ug/L",0.984,171994.673
"| ","As",75,-0.454525,"ug/L",113.316,-1966.855
"| ","Se",82,0.487603,"ug/L",14.618,100.924
"|>","Ge",74,,"ug/L",,411693.315
"|-","Mo",97,1.019315,"ug/L",3.971,2524.150
"|-","Ag",107,0.122027,"ug/L",1.479,1478.454
"| ","Cd",111,0.072003,"ug/L",8.449,236.036
"|>","In",115,,"ug/L",,474603.889
"| ","Sb",123,1.018110,"ug/L",2.502,6300.456
"|-","Ba",137,150.028159,"ug/L",2.025,630678.694
"|-","Tl",205,0.012281,"ug/L",4.925,664.358
"| ","Pb",208,1.714164,"ug/L",0.249,106565.993
"|>","Bi",209,,"ug/L",,641140.164
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K0385-02"
"Sample Date/Time:","Monday, November 06, 2023 13:21:00"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,581198.893
"| ","Be",9,0.003643,"ug/L",179.964,15.333
"|-","Al",27,8.454448,"ug/L",2.895,155071.240
"|-","V",51,-0.763380,"ug/L",13.198,-19437.600
"| ","Cr",52,1.362194,"ug/L",0.209,32203.618
"| ","Mn",55,24.632020,"ug/L",0.513,471280.900
"| ","Fe",57,126.562119,"ug/L",0.415,52459.959
"| ","Co",59,0.264957,"ug/L",2.983,3724.430
"| ","Ni",60,2.668539,"ug/L",1.266,7570.151
"| ","Cu",63,5.554850,"ug/L",1.170,35800.697
"| ","Zn",66,39.194905,"ug/L",0.776,62530.344
"| ","As",75,-0.878709,"ug/L",33.462,-2741.894
"| ","Se",82,0.183023,"ug/L",47.532,35.055
"|>","Ge",74,,"ug/L",,407661.102
"|-","Mo",97,1.136651,"ug/L",0.405,2781.485
"|-","Ag",107,0.001349,"ug/L",52.934,45.000
"| ","Cd",111,0.020633,"ug/L",32.069,107.767
"|>","In",115,,"ug/L",,473063.703
"| ","Sb",123,0.372247,"ug/L",3.908,2496.506
"|-","Ba",137,81.263437,"ug/L",1.199,340625.312
"|-","Tl",205,0.004098,"ug/L",4.595,197.002
"| ","Pb",208,0.155886,"ug/L",1.730,6991.057
"|>","Bi",209,,"ug/L",,428381.993
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K0402-01"
"Sample Date/Time:","Monday, November 06, 2023 13:24:20"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,587338.457
"| ","Be",9,0.012336,"ug/L",102.583,21.000
"|-","Al",27,166.393767,"ug/L",0.622,1966826.825
"|-","V",51,-0.385243,"ug/L",41.078,-14131.671
"| ","Cr",52,2.872794,"ug/L",3.574,50218.730
"| ","Mn",55,57.951141,"ug/L",0.839,1106838.346
"| ","Fe",57,713.335137,"ug/L",1.307,271809.868
"| ","Co",59,0.428331,"ug/L",0.662,5979.966
"| ","Ni",60,3.882607,"ug/L",0.540,10981.296
"| ","Cu",63,75.356129,"ug/L",0.977,481576.680
"| ","Zn",66,95.311246,"ug/L",0.753,151049.600
"| ","As",75,-0.422696,"ug/L",45.869,-1884.076
"| ","Se",82,0.595442,"ug/L",17.984,122.919
"|>","Ge",74,,"ug/L",,407467.188
"|-","Mo",97,1.012680,"ug/L",2.499,2482.398
"|-","Ag",107,0.088661,"ug/L",1.882,1078.397
"| ","Cd",111,0.049714,"ug/L",58.017,180.255
"|>","In",115,,"ug/L",,472939.400
"| ","Sb",123,0.497558,"ug/L",6.332,3230.433
"|-","Ba",137,140.910889,"ug/L",0.536,590340.240
"|-","Tl",205,0.009721,"ug/L",5.717,512.014
"| ","Pb",208,1.275692,"ug/L",0.720,74185.300
"|>","Bi",209,,"ug/L",,598110.811
"QC Calculated Values"
"DLZ - Summary Report"
"Sample ID:","23K0402-02"
"Sample Date/Time:","Monday, November 06, 2023 13:27:41"
"Sample Description:"
"Batch ID:","11/6/2023"
"Initial Sample Quantity (mg):"
"Sample Prep Volume (mL):"
"Aliquot Volume (mL):"
"Diluted To Volume (mL):"
"Method File:","C:\Elandata\Method\6020&200.8 mod.mth"
"Analyst  :","ICPMS"
"Intensities"
"I/S","Analyte","Mass","Conc. Mean","Unit","Conc. RSD","Meas. Intens. Mean"
"|>","Li",6,,"ug/L",,584651.130
"| ","Be",9,0.003984,"ug/L",105.642,15.667
"|-","Al",27,12.185234,"ug/L",2.625,198537.806
"|-","V",51,-1.065360,"ug/L",2.232,-23293.970
"| ","Cr",52,1.481289,"ug/L",1.996,33145.676
"| ","Mn",55,22.153012,"ug/L",0.737,417901.360
